"ID" "SDG2_TSS" "SDG2_TSS2" "SDG2_TES" "SDG2_mid" "S2Lb_TSS" "S2Lb_TSS2" "S2Lb_TES" "S2Lb_mid"
"23113" "AT5G10330" 0.56878 0.59691 0.21536 -8.3446 -3.02095 -3.39442 0.1908 -5.2085
"23114" "AT5G10340" -15.5859 0.655869999999999 -0.90461 -0.5854 -7.34150000000001 -1.73924 -0.22539 -0.294099999999998
"23115" "AT5G10350" 0.0458099999999999 -0.0694300000000005 0.146949999999999 -9.9399 0.58756 -0.77772 -1.29541 -5.832
"23116" "AT5G10360" 7.69871 13.7567 0.70196 0.849599999999999 4.67191 13.48775 0.979159999999999 3.4029
"23117" "AT5G10370" -0.33819 -1.70172 -2.14683 -17.8634 -0.32437 1.81102 2.1545 -15.4859
"23118" "AT5G10380" -1.66241 0.202730000000001 3.03598 -0.34573 -1.11906 0.3814 -1.19458 -3.12043
"23119" "AT5G10410" 0.51471 -0.36003 0.50743 -0.218399999999999 -1.02578 1.01498 -1.73605 -3.81779
"23120" "AT5G10420" -0.6778 -1.80164 0.44921 -7.6699 -3.08811 -1.56037 -1.95578 -0.907
"23121" "AT5G10430" 0.15667 1.98418 0.98431 1.97184 0.924529999999999 5.53712 4.2403 4.72733
"23122" "AT5G10440" -0.18341 -0.0687200000000008 -2.63778 -5.281 0.0613300000000003 0.00775000000000059 -4.10806 -8.188
"23123" "AT5G10450" 6.46136 67.20978 -0.38817 139.031 8.16655 74.55286 1.7916 206.3934
"23124" "AT5G10460" 1.16916 5.66205 1.65089 -2.3861 2.69481 4.64649 -1.74255 -4.0364
"23125" "AT5G10470" 1.64753 2.61803 1.34985 -25.166 -0.50023 0.65306 -1.99028 -8.02330000000001
"23126" "AT5G10480" 2.48437 9.51725 -0.0948799999999999 -1.1418 4.73304 8.16142 -2.51015 -3.6019
"23127" "AT5G10490" 0.94794 2.8822 1.23706 -5.2806 0.26718 1.95388 4.16847 -7.1609
"23128" "AT5G10500" -1.44408 -1.10159 -1.14814 -8.4561 -0.97804 -1.76953 1.35982 0.452300000000001
"23129" "AT5G10510" -0.3183 1.42459 0.47878 -9.7104 0.77497 0.167689999999999 -4.02265 -7.0696
"23130" "AT5G10520" 2.66751 1.15604 -2.50972 -6.5913 0.0889699999999998 -1.09995 -2.27247 -6.552
"23131" "AT5G10530" 1.11192 1.29602 -2.25817 -8.2345 -0.87438 -5.62241 -3.50632 -7.8254
"23132" "AT5G10540" -1.59763 -1.30414 21.33703 9.065 -2.97291 -2.16027 17.63629 14.412
"23133" "AT5G10550" 22.71748 17.69916 -0.55653 5.9969 19.08479 18.69126 3.79269 11.868
"23134" "AT5G10560" 1.89324 8.90834 3.5187 -5.3719 -0.72967 5.55419 5.85128 -4.2826
"23135" "AT5G10570" -0.76099 -2.10778 -0.39545 -6.2124 -1.02007 0.15012 0.19584 -0.0464000000000002
"23136" "AT5G10580" -1.59716 -3.18163 -0.355420000000001 -1.3384 -1.23145 -0.69299 -0.96397 -3.6964
"23137" "AT5G10600" -0.41821 0.16829 -1.2954 -6.6283 -1.83707 -1.70256 -1.68713 -6.3246
"23138" "AT5G10605" -0.12642 -1.8048 -0.06358 -5.4573 -2.33982 -2.78764 -2.31001 -7.3081
"23139" "AT5G10610" 0.604939999999999 1.35203 -0.14148 -7.0782 -1.43342 -0.479769999999999 -2.57159 -2.179
"23140" "AT5G10620" -1.92096 -1.19351 -0.54464 -4.6308 0.18594 -0.0264099999999994 -1.68645 -4.0921
"23141" "AT5G10625" -1.22237 -1.50352 0.0880200000000002 1.08742 -2.98746 -2.26325 0.90444 2.08919
"23142" "AT5G10630" -2.98708 -1.08072 -0.17471 -12.988 -1.42673 2.08734 -1.96014 -14.0129
"23143" "AT5G10650" 1.038448 3.22374 -2.04059 -6.2749 -0.701225 4.49439 -1.94472 -2.4207
"23144" "AT5G10660" 0.824 0.93435 0.59328 -7.151 -1.83337 0.18244 0.51438 6.9886
"23145" "AT5G10680" 0.27382 -3.0252 -1.90159 0.31019 -0.23509 -2.77608 -1.46341 -2.75599
"23146" "AT5G10690" 2.6081 3.14274 -0.759799999999999 -3.99 2.57504 7.47942 -1.80825 -4.542
"23147" "AT5G10700" -2.18951 -0.89054 2.65994 -0.852412 -0.663679999999999 1.99174 1.42532 0.285727
"23148" "AT5G10710" -1.52147 2.82711 -0.6521 -11.1271 -1.15876 2.78526 -2.85848 -21.2822
"23149" "AT5G10720" -0.61401 -1.75604 -2.65552 -9.3939 -1.06277 0.674320000000001 -0.73066 -11.3456
"23150" "AT5G10730" -1.05424 -1.68449 -2.88281 -5.1969 0.62608 2.98259 -1.4607 -3.7482
"23151" "AT5G10740" 0.70124 -1.01231 -2.44783 -7.9977 -2.41066 -1.78981 0.88367 -4.0852
"23152" "AT5G10745" 0.0969899999999999 -1.22019 -1.97605 -5.5464 -1.83018 1.67116 -0.45832 3.4114
"23153" "AT5G10750" 0.18821 2.70123 -0.52232 6.65727 -0.86147 7.74298 2.33589 5.83343
"23154" "AT5G10760" 0.10499 -1.14889 -0.66131 -7.8556 -1.06898 -1.349 1.76395 -5.7776
"23155" "AT5G10770" 0.671889999999999 0.85693 -4.17158 -7.0513 -2.49239 -1.9551 -1.43827 -6.1322
"23156" "AT5G10780" 1.96382 9.04904 -2.2948 -0.0855999999999995 -0.52199 4.38493 0.27406 -1.4309
"23157" "AT5G10790" 0.107670000000001 4.6527 -2.6965 -2.0932 -0.63554 5.39429 -3.87776 1.9591
"23158" "AT5G10800" 1.06363 -1.65149 -0.667120000000001 -27.1676 -0.30661 -1.5364 1.78423 -15.3183
"23159" "AT5G10810" 1.59172 3.59099 0.64445 -6.4291 0.40082 -0.380780000000001 -0.89798 -4.6678
"23160" "AT5G10820" -3.36525 1.58394 0.99814 -6.1616 -0.28701 -5.37453 0.408189999999999 0.1587
"23161" "AT5G10830" -2.38721 -2.31444 0.25319 -3.71508 -0.61544 0.5462 -2.6669 0.0489799999999985
"23162" "AT5G10840" -0.24139 1.73942 -0.30182 -16.0085 0.97344 2.73401 -2.59303 -7.4351
"23163" "AT5G10860" 24.65466 38.20084 2.35727 6.9367 18.60195 40.59782 -0.7164 6.8976
"23164" "AT5G10870" 0.33519 2.29056 24.001 10.6492 -0.276619999999999 -1.51864 17.88596 1.2855
"23165" "AT5G10880" -1.51273 -2.85442 -6.19324 -5.09604 0.278239999999999 -0.86565 -1.1142 1.15046
"23166" "AT5G10890" 1.45782 -2.92549 -5.10792 -4.65165 -1.97955 -1.22942 -0.56119 -1.39907
"23167" "AT5G10900" -1.91029 -0.97251 -1.37544 -5.9278 -1.37431 -1.70372 -1.36995 -0.774999999999999
"23168" "AT5G10910" -2.51043 -2.93834 0.171220000000001 -2.2549 -1.75263 -2.90906 -0.30962 0.4192
"23169" "AT5G10920" 0.61683 -0.0480900000000002 -3.75095 -1.8564 -0.5935 3.1296 1.6308 -7.7797
"23170" "AT5G10930" 0.45262 2.55931 -3.3951 0.305500000000002 -1.62151 -1.5729 -1.45419 -2.4751
"23171" "AT5G10940" 0.02325 4.82007 -1.46496 -16.3016 -0.33039 2.65966 -0.25703 -21.4369
"23172" "AT5G10946" 0.33424 10.50933 -0.74573 12.8661 -0.497710000000001 10.30195 1.40571 18.0479
"23173" "AT5G10950" 3.33583 5.58473 -2.09758 -4.9851 0.57416 6.88485 -1.66151 -5.2057
"23174" "AT5G10960" 2.58578 23.16627 0.2122 6.7727 2.54223 28.20716 -0.14212 11.9767
"23176" "AT5G10970" 0.70947 0.448200000000002 0.39267 -0.20378 -1.91123 0.904809999999999 1.27257 -0.24283
"23177" "AT5G10980" 5.98907 45.06486 6.97654 19.30185 7.17915 70.68226 14.32789 26.72816
"23178" "AT5G10990" -1.35844 -2.01728 -2.45486 -1.15005 -1.87774 -2.60827 -3.74867 -1.600924
"23179" "AT5G11000" -0.6768 14.18963 0.15861 14.6779 -1.05626 13.72035 1.52394 17.1454
"23180" "AT5G11010" 0.31871 1.02142 -1.05622 -0.656099999999999 1.40737 -0.36253 -2.06933 -12.3591
"23181" "AT5G11020" -0.0543699999999996 1.23681 -1.2413 -7.2239 -0.33107 3.08438 -1.7672 -1.7105
"23182" "AT5G11030" -1.67743 0.28959 -1.23086 -21.1206 -0.46773 -1.55483 0.31307 -2.9615
"23183" "AT5G11040" -1.69126 0.604900000000001 -2.14367 -13.6816 -0.0873699999999999 2.69315 -1.88376 -17.5796
"23184" "AT5G11050" -0.37312 1.37269 0.25271 -0.6168 -2.11959 -1.90355 -0.920579999999999 4.4174
"23185" "AT5G11060" -0.01458 2.92053 1.7836 18.4017 -1.27784 8.00841 0.62491 41.0295
"23186" "AT5G11070" 36.02746 120.17121 29.64417 31.97284 50.95036 173.4929 47.59487 50.41292
"23187" "AT5G11080" -2.17181 -0.67222 -1.39168 -10.0078 1.23839 -2.90439 -0.62516 -8.4337
"23188" "AT5G11090" 65.86665 165.57676 59.47628 95.84968 64.11769 160.192 86.8989 102.9727
"23189" "AT5G11100" -2.52497 -2.80419 -1.12317 -10.7671 -1.87221 -3.64162 -1.85027 -6.7686
"23190" "AT5G11110" -0.224909999999999 -0.29236 -1.76307 -13.1535 -3.77613 1.45395 0.611520000000001 -11.7601
"23191" "AT5G11130" -1.67572 0.0273599999999998 -0.99484 -8.7977 0.31289 -0.00934000000000079 -1.57745 -4.3956
"23192" "AT5G11140" 0.19838 -0.4139 -1.29635 -0.64333 -1.11285 -3.23496 -3.41655 -3.128
"23193" "AT5G11150" 0.15134 -1.20272 -0.82237 -6.2974 1.21075 1.66864 -2.93253 -1.7639
"23194" "AT5G11160" -0.32898 1.7831 -0.70424 -0.4908 -0.75948 -0.21063 -1.44497 -2.8222
"23195" "AT5G11170" 4.18045 7.22804 -1.74318 -0.956699999999998 3.20512 6.13123 -1.87067 -5.5791
"23196" "AT5G11180" -2.54004 1.07481 -2.22978 -7.5661 -0.58865 -1.3579 -0.49801 -7.3334
"23197" "AT5G11190" -0.447579999999999 -1.63886 0.0322199999999997 -0.432829999999999 -0.48481 -1.39373 -2.58653 -2.5684
"23198" "AT5G11200" 3.69991 4.93849 -3.4475 -17.7226 3.82714 6.48512 -0.45531 -11.9161
"23199" "AT5G11210" 1.53762 1.22835 -2.0532 -12.3905 -2.0042 -1.28822 -1.07549 -7.4687
"23200" "AT5G11220" -0.9701 -2.63998 -1.39362 -1.85085 -0.37359 -0.07883 -0.166090000000001 1.35158
"23201" "AT5G11230" -1.06808 0.07925 -1.46471 -2.2333 -1.27648 -0.54693 0.95451 -4.3589
"23202" "AT5G11240" 0.76844 2.2042 -2.9466 -5.921 -0.81877 1.13357 -2.95864 -12.8835
"23203" "AT5G11250" -1.47077 -4.2577 -2.20579 -17.0536 -0.18335 -2.76134 0.0640399999999994 -2.54190000000001
"23204" "AT5G11260" 0.92636 1.8947 -1.80868 -2.1726 -1.58298 1.47657 -0.56002 2.8082
"23205" "AT5G11270" 2.33181 0.0130499999999998 -1.0904 -0.947400000000002 2.47624 2.13644 -0.3994 -6.361
"23206" "AT5G11280" 2.86232 3.94028 -0.0682399999999994 0.277100000000001 1.98369 2.74507 -0.55363 -4.24003
"23207" "AT5G11290" -1.85598 -5.08218 -0.72147 -2.3181 -2.48133 -1.30881 -0.199759999999999 -6.62304
"23208" "AT5G11300" -2.14414 -4.96649 -1.99886 -9.1168 1.09602 1.12687 -1.86785 -18.4569
"23209" "AT5G11310" -0.43423 2.92512 -3.19693 -5.0222 -0.10716 0.2466 -1.54998 -4.778
"23210" "AT5G11320" 1.52284 0.206359999999999 -0.40853 -6.7132 0.38675 -1.75129 -2.9039 -3.4545
"23211" "AT5G11330" 2.50306 4.16975 -0.602590000000001 -3.0687 -0.55566 1.60167 -3.64046 -7.5309
"23212" "AT5G11340" 1.68875 0.975059999999999 -2.33384 -2.4722 0.535150000000001 5.16042 -1.71226 3.7217
"23213" "AT5G11350" -1.41085 -0.696960000000001 -4.06898 -22.8761 -1.75381 1.56332 -2.39291 -12.1277
"23214" "AT5G11360" -1.88606 0.98794 -5.74998 0.96562 -1.88075 0.789899999999999 -1.39674 -1.16963
"23215" "AT5G11370" 1.94248 -4.32828 0.99743 -4.4106 -2.5083 -0.07883 -2.7426 -5.7697
"23216" "AT5G11380" 2.99428 3.87844 -8.82463 -10.1409 1.76512 2.58697 4.70692 -13.7715
"23217" "AT5G11390" -5.88026 -2.4532 -0.56622 -22.0655 6.67179 0.0605300000000009 0.87764 -10.0244
"23218" "AT5G11400" -2.27975 2.6544 -1.96175 0.0380000000000003 -1.84474 1.22315 0.0255100000000006 -0.0772899999999996
"23219" "AT5G11410" -1.25221 -1.6937 -2.92087 -4.4764 -1.89366 -1.41683 -1.31366 -2.8036
"23220" "AT5G11412" -1.25439 -0.40272 -0.91188 -0.337911 -1.30229 -1.94655 -3.69422 -1.144378
"23221" "AT5G11420" 15.49615 45.38699 1.1946 53.7883 21.97195 72.17773 -0.330500000000001 81.3165
"23222" "AT5G11430" 7.05253 13.06679 -0.0204200000000005 -0.5685 4.68799 18.00026 -2.6009 -6.7116
"23223" "AT5G11440" -1.30872 0.773020000000001 -0.246250000000001 -1.4187 0.22379 -0.57808 -0.81489 -2.00662
"23224" "AT5G11450" 1.02289 3.50728 -1.98988 -6.6349 3.09273 3.04969 0.96073 -1.9741
"23225" "AT5G11460" 0.0601200000000004 0.72524 -1.92803 -6.5771 -1.41818 2.05386 0.0725699999999998 -1.8362
"23226" "AT5G11470" -0.32751 -2.33408 -0.19361 -26.8322 -0.65262 -0.9534 -1.26174 -8.21899999999999
"23227" "AT5G11480" 0.88293 8.63427 -1.75118 0.2394 0.20002 8.75832 -1.75381 -3.3259
"23228" "AT5G11490" 0.54115 4.61582 -2.69117 -8.8836 0.18594 7.61745 -0.94738 -7.1553
"23229" "AT5G11500" -0.564760000000001 4.71839 0.40895 -1.2345 -0.11115 5.66289 -2.75182 -1.0722
"23230" "AT5G11510" 0.52683 0.51858 -2.5449 -11.0076 -2.56508 0.43265 -0.126200000000001 -7.26599999999999
"23231" "AT5G11520" 9.00958 34.89628 -1.87878 20.1957 11.39688 48.49026 -1.72664 36.5735
"23232" "AT5G11530" 0.94771 7.52888 0.0302800000000003 -6.8682 0.13887 6.90238 -0.421340000000001 -12.2973
"23233" "AT5G11540" 0.359929999999999 -1.12269 0.92585 -1.8006 -1.53106 -0.0317600000000002 1.14125 -1.413
"23234" "AT5G11550" -0.383789999999999 3.58319 -0.635590000000001 0.9466 -0.885070000000001 1.50354 0.40217 1.761
"23235" "AT5G11560" 2.68012 10.23187 -0.22467 -14.3526 5.43796 11.09886 -0.950880000000001 -12.8874
"23236" "AT5G11570" 0.20007 -0.22055 -1.87393 -6.1749 -2.73725 -1.57677 0.22146 -5.0307
"23237" "AT5G11580" -0.200410000000001 4.15545 -0.63799 -7.1424 1.47386 3.52636 -1.26008 -4.9173
"23238" "AT5G11590" 1.55923 -0.5752 0.0116199999999997 -0.184399999999999 1.5777 0.92957 -1.93888 -1.31734
"23239" "AT5G11600" -0.96062 1.73992 -4.51725 2.7951 -1.11672 2.03677 -3.87057 1.5196
"23240" "AT5G11610" 1.01003 2.17143 -1.13479 -10.7416 -0.64844 0.98198 -0.45016 -6.2409
"23241" "AT5G11620" -3.18017 -1.00796 -0.42162 0.25244 -1.84241 1.26334 -2.4755 -2.805
"23242" "AT5G11630" 0.04921 -2.82312 0.44265 0.9229 -2.7555 -0.94135 -2.38554 -2.47982
"23243" "AT5G11640" 0.0758900000000002 3.34042 -0.56718 -2.1826 -1.77826 -0.0342799999999999 -1.77943 -9.4646
"23244" "AT5G11650" -0.06576 8.49483 0.03708 2.4897 -0.46422 10.55419 -1.81126 7.2814
"23245" "AT5G11660" 0.64327 -0.83059 0.29129 1.45972 -0.8377 -1.0814 -1.39606 1.0897
"23246" "AT5G11670" -2.66082 5.00347 -2.51771 -9.37070000000001 -0.51614 3.76453 -0.1984 15.3723
"23247" "AT5G11680" -1.45476 7.13085 -0.47137 -1.9711 -0.33291 5.81785 -0.879049999999999 -5.773
"23248" "AT5G11690" -0.91671 1.4321 -0.664709999999999 -0.79498 -0.15337 -3.04405 0.45865 -4.45757
"23249" "AT5G11700" 2.02762 8.57287 -1.48945 -26.482 4.45771 9.66952 1.70619 -20.693
"23250" "AT5G11710" -3.43608 2.37644 -0.52765 6.10279999999999 -0.42017 2.62997 3.06613 6.9985
"23251" "AT5G11720" 0.73884 6.42957 0.58553 -16.8888 3.63254 4.64211 1.40872 -2.4179
"23252" "AT5G11730" 0.62264 6.63185 -2.6339 -6.9859 1.67971 4.91625 -3.5959 -6.7961
"23253" "AT5G11740" 4.46718 90.64653 80.04716 95.69009 2.08519 68.3566 67.15026 82.78785
"23254" "AT5G11750" 0.56031 0.336390000000001 0.2258 -5.4792 0.42829 -0.42969 -1.09528 -5.871
"23255" "AT5G11760" 2.05674 5.32538 1.32827 1.66034 -0.51664 -0.125039999999999 -0.74657 -3.66405
"23256" "AT5G11770" 4.07857 6.88077 -1.02274 -5.0916 -0.52567 3.15956 -1.85629 -0.138500000000001
"23257" "AT5G11780" -2.7593 -0.287269999999999 -3.19886 -4.6302 0.53145 -1.8531 0.93878 -3.789
"23258" "AT5G11790" 0.68887 3.63051 -1.84045 -3.4347 -1.09965 7.13205 -3.76187 -5.1584
"23259" "AT5G11800" 1.52307 3.18319 -2.01849 -11.7044 -1.09829 5.33632 -3.62939 -15.9659
"23260" "AT5G11810" 1.37052 1.58295 -2.79159 -2.1976 1.20823 -0.0885300000000004 -3.75401 -5.5779
"23261" "AT5G11840" 0.48293 2.74198 -0.977130000000001 1.627 0.5234 5.31538 -2.1591 -2.8212
"23262" "AT5G11850" 0.86353 3.77145 -3.43901 -8.3918 3.36488 4.41519 -1.89414 -21.4216
"23263" "AT5G11860" 4.49434 6.72793 -1.69758 -3.1568 2.00562 6.59862 2.00881 -3.4611
"23264" "AT5G11870" -1.09404 -1.93677 0.55762 -7.0564 -0.81994 -3.46207 -1.39907 -8.3234
"23265" "AT5G11880" -5.01961 0.0174099999999999 0.0132900000000005 -4.2232 -1.24183 2.06977 -2.64244 2.4833
"23266" "AT5G11890" 1.94177 6.45678 2.22822 17.92131 -0.64543 3.90837 2.65899 16.2139
"23267" "AT5G11900" -0.73479 2.38928 -1.06641 3.536 -2.10552 2.94151 -3.34987 0.843500000000002
"23268" "AT5G11910" 0.13363 0.47539 -2.09055 -4.9772 -0.75714 -0.615930000000001 -3.61047 -1.8542
"23269" "AT5G11920" 0.28231 -1.84674 -1.83631 -14.6214 0.91045 -0.42336 -0.66202 -1.9547
"23270" "AT5G11940" 0.99427 2.49141 -2.08423 -4.559 -2.76706 -0.74239 0.30619 -6.648
"23271" "AT5G11950" 3.00712 9.24632 -0.94971 -7.1905 6.92985 13.06359 -1.95393 6.3917
"23272" "AT5G11960" 0.56248 -0.0197000000000003 -0.6989 -13.9441 -1.89366 0.824740000000001 -2.85314 -8.437
"23273" "AT5G11970" 0.69275 8.7808 0.0205599999999997 2.25735 2.62395 9.97585 4.57262 4.49721
"23274" "AT5G11980" 0.90234 1.61595 -1.2413 -10.2651 1.77599 2.60221 -3.1117 -8.5408
"23275" "AT5G12000" -2.42577 -0.28557 -0.56864 -12.7497 1.6271 -0.25906 -3.26766 -5.4069
"23276" "AT5G12010" 0.8189 3.73508 0.84531 -3.3358 0.53932 2.50088 -1.68295 -0.0474999999999994
"23277" "AT5G12020" -2.58829 -0.311780000000001 -1.17628 0.62315 -2.65602 -0.9926 -2.50025 -1.875594
"23278" "AT5G12030" -2.77507 -5.60573 -2.91723 -0.73404 -0.4617 -6.30287 -1.09878 -1.599077
"23279" "AT5G12040" 0.18675 8.64832 -1.45282 -1.7471 1.65205 11.15388 3.08991 8.9501
"23280" "AT5G12050" 13.93598 222.74839 26.56588 337.8601 13.87803 242.6766 46.09073 377.5629
"23281" "AT5G12080" 0.0264099999999998 2.20154 -3.58867 -12.4199 -0.76635 -1.174 -4.19968 -9.6759
"23283" "AT5G12090" -1.35434 1.69697 1.95774 0.849900000000002 -0.62079 -1.26727 0.36112 -2.27916
"23284" "AT5G12100" -0.92714 1.22639 -2.6441 -10.9794 -1.279 -3.87057 -1.61463 -7.0585
"23285" "AT5G12110" -1.73129 -2.75883 -2.51774 -7.3638 -2.61565 -2.05827 -1.65598 -7.145
"23286" "AT5G12120" -0.66929 19.58952 -0.65087 -1.8384 -0.31584 23.88832 0.768940000000001 7.7562
"23287" "AT5G12130" -1.01713 3.3045 -1.20007 -9.4154 -1.53173 5.62326 -1.02657 0.830400000000004
"23288" "AT5G12140" 0.30852 1.76973 -1.15082 -2.84255 3.05254 8.52749 -1.58076 2.5354
"23289" "AT5G12150" -2.24698 -2.30377 -0.46991 -26.1507 -1.11857 0.80078 1.79394 -14.3071
"23290" "AT5G12180" -0.348860000000001 -2.30282 1.56042 -10.2151 -0.26642 -2.08457 0.500299999999999 -2.9767
"23291" "AT5G12190" 0.50427 5.02216 2.0322 1.81901 -1.19156 3.83769 2.13476 2.35832
"23292" "AT5G12200" 0.15327 -0.24748 -0.10168 -6.6728 -1.94674 1.99407 -1.59435 -3.777
"23293" "AT5G12210" 0.21003 1.05609 0.87443 -13.2126 -0.19743 0.83076 -1.70439 -9.2016
"23294" "AT5G12220" 0.0547900000000006 0.72184 -1.32813 -2.8518 -2.8776 -0.40358 0.31124 -7.439
"23295" "AT5G12230" 2.8645 9.85469 -1.35627 7.0112 2.0721 9.40045 -0.1557 1.3552
"23296" "AT5G12240" 0.26461 2.74198 -1.19375 -2.8247 -1.03297 2.94956 1.86712 -4.4094
"23297" "AT5G12250" -0.58827 5.4809 -1.10254 -0.811999999999998 -0.60021 5.46816 -0.985910000000001 0.116299999999999
"23298" "AT5G12260" 2.24522 5.74816 -2.43719 -4.8073 1.65088 3.39272 -2.33545 1.9482
"23299" "AT5G12270" -1.68158 1.81948 -4.0891 -0.975100000000001 -1.86686 -2.09107 -1.09761 -2.4958
"23300" "AT5G12280" -1.03365 -0.29791 -0.53808 -2.9375 1.02585 -1.82483 -2.95631 -3.0479
"23301" "AT5G12290" -1.18233 -2.10414 -1.31967 -1.7463 -0.0808599999999999 0.0206499999999998 -2.96049 -12.432
"23302" "AT5G12300" -1.43025 -0.899039999999999 -0.0191999999999997 -1.067 -3.23583 -2.84072 -0.47393 0.402699999999999
"23303" "AT5G12310" 1.53449 5.71523 -0.389629999999999 -1.1651 1.02333 13.23636 -5.82559 2.7647
"23304" "AT5G12320" 0.85408 -0.65597 -2.76977 -3.908 0.56126 1.51258 -1.03482 1.792
"23305" "AT5G12330" -0.37407 1.18006 1.72586 1.405 -1.76972 -2.11204 0.56746 -7.8979
"23306" "AT5G12350" 6.07566 5.63852 -2.82044 -21.6263 5.15107 10.57732 -6.03423 -3.89659999999999
"23307" "AT5G12360" -1.20881 -2.12596 -3.25562 -5.3164 4.95763 -0.25033 -5.78217 -5.4966
"23308" "AT5G12370" 3.84666 7.58178 0.254860000000001 -37.505 1.00177 3.6356 1.49616 -20.928
"23309" "AT5G12380" -2.53711 -3.40434 -1.4572 -2.4222 -4.97059 0.360639999999999 -0.92863 -3.01268
"23310" "AT5G12390" -0.46165 3.10486 -2.16722 -0.252000000000001 -1.01269 0.56027 -1.56706 -6.2767
"23311" "AT5G12400" 1.49228 3.45314 -5.30681 -21.554 -1.12275 2.41619 -3.76467 -20.435
"23312" "AT5G12410" 0.3403 2.68716 -5.05794 -6.2957 -2.36378 -1.15021 -3.77087 -3.6147
"23313" "AT5G12420" -2.09782 -2.35084 -0.78719 -5.6694 -1.35335 -1.39305 -2.96067 2.438
"23314" "AT5G12430" -0.75226 6.18915 0.36527 -8.545 -0.66737 1.89292 -4.99805 -8.5421
"23315" "AT5G12440" -1.87488 5.29965 -0.59895 10.1112 -0.6796 3.11992 -0.93834 -2.2029
"23316" "AT5G12460" 0.53846 1.01317 -4.19001 -4.8169 -3.4641 -0.96766 -2.46473 -4.30301
"23317" "AT5G12470" -0.89173 0.55008 -3.30202 -9.597 0.1774 1.59847 -2.04236 -4.5829
"23318" "AT5G12480" 0.43779 1.30353 -0.69961 -9.9463 0.74216 7.69154 -0.0587400000000002 -1.3309
"23319" "AT5G12840" 5.13013 12.05116 0.12487 -6.1428 3.69263 13.56045 -0.91505 1.18790000000001
"23320" "AT5G12850" 7.86925 28.07719 2.25708 3.6442 5.40312 25.91535 5.95215 15.2008
"23321" "AT5G12860" -1.04041 8.36817 2.25708 14.6156 -1.16496 6.99038 6.16335 12.911
"23322" "AT5G12870" -0.20088 0.678170000000001 -1.52558 -3.6243 0.0980099999999999 1.95136 -0.91641 -1.4383
"23323" "AT5G12890" 1.70427 6.09894 0.80262 0.339400000000001 3.29956 8.95035 0.28425 -1.4475
"23324" "AT5G12900" 4.07541 7.24989 -1.37809 -0.775300000000001 2.90298 10.35152 1.0148 10.6974
"23325" "AT5G12920" -1.16174 -2.57399 -1.08242 -11.8839 -1.29172 -2.70543 -1.91491 -17.1468
"23326" "AT5G12930" -1.21921 -2.98129 -1.03827 3.624 -1.76186 -0.46705 -1.66403 0.0362000000000009
"23327" "AT5G12940" -2.05537 -1.98527 -0.65087 -1.43156 -3.22797 0.315099999999999 2.62279 -0.3756
"23328" "AT5G12950" 0.93194 6.2544 -0.43256 4.1694 2.45848 5.05711 0.37218 14.8078
"23329" "AT5G12960" -0.84856 -1.14866 -3.43197 -6.5342 -0.0423299999999998 0.73779 -1.56037 -8.3241
"23330" "AT5G12970" -1.59716 -0.23218 0.88144 -9.5168 -1.67877 -0.8444 -0.1423 -1.2171
"23331" "AT5G12980" -2.63243 -0.993889999999999 0.979920000000001 -5.0347 0.909289999999999 4.49673 -0.30041 -11.6773
"23332" "AT5G13000" -0.793 -2.59438 -0.87936 -33.745 1.17775 3.80472 -0.6203 -31.51
"23333" "AT5G13010" -2.36052 0.876100000000001 -1.65051 -14.1488 -0.0991099999999996 4.24953 -3.62872 -15.7085
"23334" "AT5G13020" 0.68378 4.07078 -0.81023 -6.9508 1.78404 5.70975 -0.936810000000001 -5.04170000000001
"23335" "AT5G13030" 2.17317 5.15776 -1.25391 -17.0826 1.9867 4.04202 0.35093 -2.6081
"23336" "AT5G13050" -1.10254 -1.79753 -2.00953 -5.598 -0.29739 0.0141400000000003 0.16672 -0.250699999999998
"23337" "AT5G13060" -0.41921 -2.38577 -0.80249 -8.2126 2.00998 -1.37025 0.89774 -16.9025
"23338" "AT5G13070" 3.02507 6.11325 -0.47769 0.5549 4.03096 9.88855 1.62312 4.0798
"23339" "AT5G13080" -1.47199 -3.36964 1.59899 -2.43138 0.587070000000001 -0.71658 -1.35704 -0.518109999999999
"23340" "AT5G13090" 4.69156 16.1661 0.84772 13.06267 1.81587 19.08736 6.45392 14.59906
"23341" "AT5G13100" 2.8759 20.26896 -1.19351 13.1935 1.95554 16.50526 -1.00164 12.1755
"23342" "AT5G13110" -2.0151 1.82143 -2.00127 -4.8788 -0.16793 -0.42551 -0.0481699999999998 -7.5768
"23343" "AT5G13120" -1.41496 2.2966 -3.36671 -3.2764 -0.583620000000001 3.65653 0.104900000000001 -7.7694
"23344" "AT5G13130" -0.22708 -2.14465 -1.80796 -16.7661 -1.86017 -0.97669 2.50758 -11.849
"23345" "AT5G13140" -0.31443 7.40107 -1.49431 3.1812 1.47939 11.96235 3.17414 14.92479
"23346" "AT5G13150" -1.91369 -0.219810000000001 -0.0155599999999998 -13.1729 -0.22673 -0.0903799999999997 -1.89366 -7.5307
"23347" "AT5G13160" 2.30344 13.04253 -1.84578 -12.8304 0.76827 12.57515 -1.06394 10.7783
"23348" "AT5G13170" -1.9331 -1.16901 -0.0733000000000006 -5.2735 1.14611 0.893560000000001 0.91667 -6.3506
