ID	WT1	WT2	atx345_1	atx345_2	
AT3G05930	0	0	0	0
AT3G05935	0	0	0	0
AT3G05936	10	17	15	22
AT3G05937	5	12	16	12
AT3G05940	61	41	59	59
AT3G05950	0	0	0	1
AT3G05960	0	0	0	0
AT3G05970	442	233	698	792
AT3G05975	0	0	0	0
AT3G01805	0	0	0	0
AT3G05980	3	3	3	1
AT3G05990	101	62	82	55
AT3G06000	0	0	0	0
AT3G06010	59	29	85	80
AT3G06019	0	0	0	0
AT3G06020	22	8	7	19
AT3G06030	16	18	27	29
AT3G06035	75	44	30	60
AT3G06040	80	43	148	221
AT3G06050	648	496	590	746
AT3G06060	96	157	141	152
AT3G06070	42	113	104	156
AT3G06080	199	436	345	421
AT3G06085	0	0	0	0
AT3G06090	0	0	0	0
AT3G06100	7	9	0	4
AT3G06105	0	0	0	0
AT3G06110	67	84	80	79
AT3G06120	6	6	3	8
AT3G06125	405	120	59	107
AT3G01815	0	0	0	0
AT3G06130	86	70	122	140
AT3G06140	44	30	37	52
AT3G06145	60	44	13	45
AT3G06150	99	185	150	188
AT3G06160	6	5	11	13
AT3G06170	453	477	415	269
AT3G06180	145	84	57	102
AT3G06190	221	203	286	285
AT3G06200	81	50	79	166
AT3G06210	11	32	50	30
AT3G06220	12	3	8	14
AT3G06230	0	0	0	0
AT3G06240	23	45	57	59
AT3G06250	33	36	86	113
AT3G06260	1	1	0	1
AT3G06270	98	74	104	121
AT3G06280	0	0	0	0
AT3G06290	13	10	88	104
AT3G06300	75	91	174	140
AT3G06310	125	98	139	180
AT3G06320	61	21	53	48
AT3G06330	100	134	202	222
AT3G06335	0	0	0	0
AT3G06340	21	20	56	66
AT3G06350	192	193	455	525
AT3G06360	11	2	4	10
AT3G06370	46	58	9	11
AT3G06380	193	316	491	289
AT3G06390	0	2	6	5
AT3G06400	79	34	224	215
AT3G06410	357	292	238	346
AT3G06420	22	48	45	28
AT3G06430	51	93	183	135
AT3G06433	43	73	55	72
AT3G01835	0	1	0	0
AT3G01845	1	0	1	0
AT3G06435	2	1	3	2
AT3G06436	0	0	0	0
AT3G06437	6	12	6	7
AT3G06440	59	66	41	41
AT3G06450	40	84	273	189
AT3G06455	8	12	18	25
AT3G06460	0	0	0	0
AT3G06470	300	383	285	275
AT3G06480	46	27	140	138
AT3G06483	557	476	630	420
AT3G06490	1	0	2	0
AT3G01855	0	0	0	0
AT3G06500	48	233	339	147
AT3G06510	560	645	688	1029
AT3G06520	10	4	10	18
AT3G06530	74	43	295	498
AT3G06540	105	103	201	170
AT3G06545	0	0	0	0
AT3G06550	1055	456	333	489
AT3G06560	0	0	0	0
AT3G06570	57	60	47	74
AT3G06580	96	161	352	320
AT3G06590	88	160	92	146
AT3G06600	1	3	3	1
AT3G06610	90	81	170	205
AT3G06620	31	68	122	106
AT3G01865	0	0	0	0
AT3G06630	2	0	1	7
AT3G06640	2	0	2	1
AT3G06650	405	464	649	890
AT3G66652	3	2	20	21
AT3G66654	66	83	145	151
AT3G66656	0	0	0	0
AT3G66658	104	106	178	189
AT3G36659	0	0	0	0
AT3G06660	16	8	42	47
AT3G06665	0	0	0	0
AT3G06670	110	113	286	289
AT3G06680	117	76	179	315
AT3G06690	19	19	29	34
AT3G06700	334	159	541	731
AT3G06710	2	1	2	7
AT3G06720	182	216	446	557
AT3G06730	353	160	211	249
AT3G06740	28	17	27	32
AT3G01885	0	0	0	0
AT3G06750	376	143	101	196
AT3G06760	320	119	170	235
AT3G06770	123	69	58	55
AT3G06778	6	5	6	14
AT3G06780	252	254	135	103
AT3G01895	0	0	0	0
AT3G06790	98	62	146	125
AT3G06810	61	151	314	311
AT3G06820	43	27	110	118
AT3G06830	3	0	0	0
AT3G06840	11	5	6	7
AT3G06850	75	120	223	179
AT3G06860	221	277	551	586
AT3G06868	4	11	8	6
AT3G06870	0	0	0	0
AT3G06880	20	14	55	78
AT3G06890	56	11	13	20
AT3G06895	0	0	0	0
AT3G06900	0	0	0	0
AT3G06910	28	25	45	63
AT3G06920	12	14	42	45
AT3G06930	89	50	148	180
AT3G06940	13	16	56	63
AT3G06950	27	34	51	42
AT3G01905	0	0	0	0
AT3G06960	150	115	216	139
AT3G01915	0	0	0	0
AT3G06962	0	0	0	1
AT3G06970	0	0	0	0
AT3G06980	101	112	187	273
AT3G06985	0	0	0	0
AT3G06990	0	2	0	1
AT3G06995	0	0	0	0
AT3G07000	3	0	0	0
AT3G07005	0	0	0	0
AT3G07010	58	235	266	118
AT3G07020	72	121	166	159
AT3G07025	0	0	0	0
AT3G07030	70	64	137	190
AT3G07040	15	29	72	95
AT3G07050	32	14	129	245
AT3G07055	0	0	0	0
AT3G07060	22	6	59	57
AT3G07070	0	0	0	0
AT3G07080	56	37	51	28
AT3G01925	0	0	0	0
AT3G07090	226	136	146	400
AT3G07100	431	489	896	800
AT3G07110	464	388	970	1170
AT3G07115	0	0	0	0
AT3G01935	0	0	0	0
AT3G07120	1	1	0	0
AT3G07130	20	18	11	20
AT3G07140	80	110	143	132
AT3G07150	1	0	0	0
AT3G07160	215	271	652	776
AT3G07170	80	98	119	175
AT3G01945	1	0	0	0
AT3G07180	114	157	223	261
AT3G07185	0	0	0	0
AT3G07190	11	14	14	22
AT3G07195	24	14	44	62
AT3G07200	55	77	35	35
AT3G07210	13	7	19	24
AT3G07215	54	20	27	27
AT3G07220	47	89	131	136
AT3G07230	377	197	283	425
AT3G07250	0	0	0	0
AT3G07255	0	0	0	0
AT3G07260	0	1	2	1
AT3G07270	459	277	283	379
AT3G07280	8	3	21	11
AT3G07273	0	0	0	0
AT3G07290	7	2	14	3
AT3G07300	112	107	167	202
AT3G07310	414	551	463	585
AT3G07320	86	92	124	143
AT3G07330	118	176	198	273
AT3G07340	19	38	19	57
AT3G01965	0	0	0	0
AT3G07350	20	75	283	190
AT3G01975	0	0	0	0
AT3G01985	0	0	0	0
AT3G07360	138	129	127	164
AT3G07370	36	54	99	98
AT3G07380	0	0	0	0
AT3G07390	1333	1111	1000	1180
AT3G07400	21	55	102	103
AT3G07410	38	35	56	48
AT3G07420	16	19	32	37
AT3G07425	0	0	0	1
AT3G07430	771	283	676	1020
AT3G07440	14	11	38	36
AT3G07450	0	0	0	1
AT3G07460	394	315	223	176
AT3G07470	494	305	193	198
AT3G07480	770	698	665	762
AT3G07490	0	0	0	0
AT3G07500	7	16	3	4
AT3G07510	0	0	1	0
AT3G01995	0	0	0	0
AT3G07520	9	17	114	178
AT3G07522	0	0	0	0
AT3G07525	36	37	45	38
AT3G07530	3	4	12	22
AT3G07540	46	45	84	145
AT3G07550	43	28	46	44
AT3G07560	866	913	884	921
AT3G07565	73	97	139	121
AT3G07568	64	45	60	50
AT3G02015	0	0	0	1
AT3G07570	95	88	177	134
AT3G07580	14	11	31	18
AT3G07590	119	37	91	110
AT3G07600	1	0	0	0
AT3G02025	0	0	0	0
AT3G07610	13	10	48	69
AT3G07620	0	0	0	0
AT3G07630	73	93	169	161
AT3G07640	64	51	122	94
AT3G07650	10	8	24	26
AT3G07660	85	61	251	258
AT3G07670	102	132	190	212
AT3G07680	369	245	523	465
AT3G07690	30	34	55	70
AT3G02035	0	0	0	0
AT3G07700	395	639	667	1107
AT3G07710	0	0	0	0
AT3G07720	208	190	375	587
AT3G07730	9	8	7	6
AT3G07740	14	19	49	43
AT3G07750	52	20	96	122
AT3G07760	340	208	196	255
AT3G07770	86	34	292	500
AT3G07780	114	108	266	270
AT3G07790	135	216	242	251
AT3G07800	250	90	213	184
AT3G07810	202	152	251	288
AT3G07820	0	0	0	0
AT3G07830	0	0	0	0
AT3G07840	0	0	0	0
AT3G07850	0	0	0	0
AT3G07860	26	10	57	67
AT3G02045	0	0	0	0
AT3G07870	226	136	168	218
AT3G02055	0	0	0	0
AT3G07880	96	202	227	224
AT3G07890	63	88	156	135
AT3G07900	0	0	0	0
AT3G07910	464	179	282	275
AT3G07920	0	0	0	0
AT3G07930	22	21	33	30
AT3G07940	51	68	33	27
AT3G07950	276	169	199	201
AT3G07960	4	4	6	7
AT3G07970	1	0	4	3
AT3G07980	12	22	17	23
AT3G07990	89	55	43	44
AT3G02075	0	0	0	0
AT3G08000	20	10	12	12
AT3G08010	438	353	298	430
AT3G08020	35	35	95	101
AT3G08030	387	397	650	836
AT3G08040	10	4	8	33
AT3G08490	1	2	1	0
AT3G08500	2	2	1	0
AT3G08505	109	33	26	97
AT3G08510	198	327	472	282
AT3G08520	321	169	407	638
AT3G08530	311	559	1483	1478
AT3G08550	206	194	259	269
AT3G08560	0	0	0	0
AT3G08570	3	1	1	15
AT3G08580	9631	4752	5580	6527
AT3G08590	420	537	1130	1691
AT3G08600	293	116	61	125
AT3G08610	1062	837	869	971
AT3G08620	61	38	65	86
AT3G08630	95	68	47	61
AT3G08636	0	0	0	0
AT3G08640	597	276	329	637
AT3G08650	490	451	635	559
AT3G08660	10	11	6	10
AT3G08670	29	13	55	68
AT3G08680	90	103	121	203
AT3G08690	274	195	242	242
AT3G08700	2	0	0	1
AT3G08710	181	134	125	139
AT3G08720	34	48	83	76
AT3G08730	281	94	137	428
AT3G08740	987	526	1153	1209
AT3G08750	0	0	0	0
AT3G08760	33	108	232	135
AT3G08770	692	255	412	552
AT3G08780	146	104	155	150
AT3G08790	0	0	0	0
AT3G08800	7	16	45	28
AT3G08810	0	0	0	1
AT3G08820	4	1	9	11
AT3G08840	74	118	98	81
AT3G08850	216	256	609	494
AT3G08860	4	18	14	13
AT3G08870	9	9	30	39
AT3G08880	10	8	18	9
AT3G08885	3	9	7	1
AT3G08890	25	51	48	87
AT3G08900	0	0	0	1
AT3G02085	0	0	0	0
AT3G08910	27	21	38	40
AT3G08920	191	337	316	216
AT3G08930	249	276	355	383
AT3G08940	15090	27730	9982	7694
AT3G08943	56	53	198	282
AT3G08947	16	36	53	79
AT3G08950	50	26	82	81
AT3G08960	52	80	146	168
AT3G08970	14	8	96	190
AT3G08980	48	8	17	21
AT3G08990	30	13	15	29
AT3G09000	37	44	107	95
AT3G09010	13	19	62	87
AT3G09020	35	47	114	67
AT3G09030	29	96	176	104
AT3G09032	5	7	5	1
AT3G09035	153	96	91	69
AT3G09040	3	3	19	13
AT3G09050	15	16	29	29
AT3G09055	0	0	0	2
AT3G09060	1	0	5	8
AT3G09070	58	19	39	99
AT3G09080	2	1	2	4
AT3G02095	0	0	0	0
AT3G09085	29	22	25	20
AT3G09090	82	63	153	202
AT3G02105	0	0	0	0
AT3G09100	108	97	235	263
AT3G09110	0	0	0	0
AT3G09120	0	0	0	0
AT3G09130	0	0	0	0
AT3G09140	0	0	0	0
AT3G09150	34	45	48	59
AT3G09160	6	5	8	15
AT3G09162	14	7	12	12
AT3G09165	0	0	0	0
AT3G09170	0	0	0	0
AT3G09180	100	97	132	177
AT3G09190	42	25	5	8
AT3G09200	3077	2110	4475	5419
AT3G09210	97	50	172	152
AT3G09220	0	0	5	3
AT3G09230	6	9	14	18
AT3G09240	1	4	1	1
AT3G09250	37	36	52	57
AT3G02115	0	0	0	0
AT3G09260	210	87	432	373
AT3G02135	0	0	0	0
AT3G09270	8	3	40	81
AT3G02145	0	0	0	0
AT3G09280	0	0	4	3
AT3G02155	0	0	0	0
AT3G09290	0	0	0	0
AT3G09300	44	85	201	181
AT3G02165	0	0	0	0
AT3G09310	6	9	5	3
AT3G09320	58	75	127	108
AT3G09330	2	3	2	2
AT3G09340	0	0	0	0
AT3G02195	0	0	0	0
AT3G09350	130	38	132	310
AT3G09360	6	5	18	17
AT3G09370	11	10	28	20
AT3G09375	0	0	0	0
AT3G09380	0	0	0	0
AT3G09385	0	0	0	0
AT3G09390	2375	1484	2424	2404
AT3G09400	0	0	0	0
AT3G09405	11	8	24	12
AT3G09410	148	135	111	115
AT3G09430	2	3	1	6
AT3G09440	1990	137	710	4646
AT3G02205	0	0	0	0
AT3G09450	39	1	1	48
AT3G09455	32	15	14	21
AT3G09470	229	181	107	99
AT3G09480	1	2	4	7
AT3G09490	5	12	31	48
AT3G09500	477	460	977	1468
AT3G09505	0	0	0	0
AT3G09510	0	0	0	0
AT3G09520	20	17	39	97
AT3G09530	0	0	0	0
AT3G09540	58	49	4	14
AT3G09550	2	1	0	0
AT3G09560	44	35	88	131
AT3G09570	324	196	221	202
AT3G09580	73	116	148	187
AT3G09585	0	0	0	0
AT3G09590	12	0	0	5
AT3G09595	5	0	0	6
AT3G09600	271	105	103	501
AT3G09620	0	0	0	0
AT3G09630	770	866	2017	3011
AT3G09640	0	0	0	0
AT3G09650	69	42	80	223
AT3G09660	5	1	8	12
AT3G09670	13	7	31	28
AT3G09680	27	11	34	23
AT3G09690	20	44	71	66
AT3G02215	0	0	0	0
AT3G09700	9	10	37	33
AT3G02225	2	0	0	0
AT3G09710	11	2	10	8
AT3G09720	11	9	43	70
AT3G09730	8	3	11	7
AT3G09735	197	141	226	242
AT3G09740	175	227	416	420
AT3G09750	0	0	0	0
AT3G09760	82	71	104	95
AT3G09770	171	298	242	348
AT3G09780	6	8	17	12
AT3G09790	3	2	15	6
AT3G09800	85	59	44	58
AT3G09810	182	127	204	303
AT3G09820	592	699	870	1366
AT3G09830	79	160	224	189
AT3G09840	550	444	2132	2548
AT3G09850	61	70	171	204
AT3G09860	303	251	382	389
AT3G09863	0	0	0	0
AT3G09870	3	8	0	2
AT3G09880	39	54	101	62
AT3G09890	63	50	60	74
AT3G09900	42	45	119	120
AT3G09910	7	4	4	4
AT3G09920	119	161	175	243
AT3G09915	0	0	0	0
AT3G09922	0	1	0	0
AT3G09925	0	0	0	0
AT3G09930	0	0	0	0
AT3G09940	4	4	186	304
AT3G09950	0	0	0	2
AT3G09960	1	0	9	4
AT3G09970	45	50	82	133
AT3G09980	146	68	105	192
AT3G09990	0	0	0	0
AT3G10000	4	3	1	1
AT3G10010	6	0	35	25
AT3G10015	0	0	0	0
AT3G10020	28	434	888	210
AT3G10030	44	55	130	103
AT3G10035	0	0	0	0
AT3G10040	24	10	96	112
AT3G10050	289	129	380	519
AT3G10060	735	850	472	684
AT3G10070	9	17	32	61
AT3G10080	188	99	62	74
AT3G10090	169	69	155	168
AT3G10100	1	1	1	3
AT3G10110	47	23	51	48
AT3G10113	1	1	1	4
AT3G10114	0	0	0	0
AT3G02235	0	0	0	0
AT3G10116	0	0	0	1
AT3G02265	0	0	0	0
AT3G10130	111	197	169	154
AT3G10120	0	0	0	0
AT3G10140	12	22	30	29
AT3G02275	0	0	0	0
AT3G10150	19	5	0	2
AT3G02285	0	0	0	0
AT3G10160	79	95	121	225
AT3G10185	12	1	0	2
AT3G10180	0	1	10	11
AT3G10190	141	68	99	116
AT3G10195	0	0	0	0
AT3G10200	7	10	15	10
AT3G10210	88	57	57	44
AT3G10220	85	57	107	130
AT3G02295	0	0	0	1
AT3G10230	811	469	285	510
AT3G02305	0	0	0	0
AT3G10240	0	0	0	0
AT3G10250	62	92	133	141
AT3G10260	611	309	261	277
AT3G10270	105	137	201	329
AT3G10280	0	3	4	4
AT3G10282	0	1	0	0
AT3G10290	10	1	4	4
AT3G10300	204	229	299	229
AT3G10310	2	3	10	10
AT3G10320	0	2	7	7
AT3G10330	58	68	92	121
AT3G10340	18	8	28	34
AT3G10350	295	276	331	360
AT3G10360	51	120	164	181
AT3G10370	95	147	154	169
AT3G10380	114	187	413	414
AT3G10390	38	30	82	111
AT3G10405	94	153	136	132
AT3G10400	0	0	0	0
AT3G10410	407	200	350	518
AT3G10415	0	0	0	0
AT3G10420	1046	1281	780	1272
AT3G10430	0	0	0	0
AT3G10439	0	0	0	0
AT3G10440	6	0	5	9
AT3G10450	44	27	57	63
AT3G10455	0	0	0	0
AT3G02325	0	0	0	0
AT3G02345	0	0	0	0
AT3G10460	0	0	0	0
AT3G10470	1	1	1	1
AT3G10480	41	21	55	46
AT3G10490	35	15	59	49
AT3G10500	31	34	156	115
AT3G10510	0	0	1	1
AT3G10520	71	121	128	109
AT3G10525	7	4	8	13
AT3G10527	0	0	0	0
AT3G10530	6	4	26	62
AT3G10540	32	46	79	117
AT3G10550	23	39	73	59
AT3G10560	0	1	0	0
AT3G10570	18	24	24	46
AT3G10572	78	52	110	73
AT3G10575	0	0	0	1
AT3G10580	0	0	0	0
AT3G10585	0	0	0	0
AT3G10590	0	0	1	2
AT3G10595	0	0	0	1
AT3G10600	1	1	10	15
AT3G10605	0	0	0	2
AT3G10610	119	73	158	255
AT3G10620	266	169	199	223
AT3G10630	23	33	40	38
AT3G02365	0	0	0	0
AT3G10640	30	74	103	133
AT3G10650	64	47	180	256
AT3G10660	2	3	3	2
AT3G10670	406	388	394	587
AT3G10680	5	3	2	4
AT3G10690	115	82	357	402
AT3G10700	36	46	80	79
AT3G10710	0	0	0	0
AT3G10720	83	158	227	298
AT3G10730	74	84	93	133
AT3G10740	129	322	538	346
AT3G10750	0	0	0	0
AT3G10760	233	149	139	269
AT3G10770	195	338	435	396
AT3G10780	0	0	1	2
AT3G10790	1	0	0	1
AT3G10800	63	76	164	186
AT3G10810	99	80	121	161
AT3G10815	1	1	17	23
AT3G10820	19	8	12	28
AT3G10840	154	85	65	214
AT3G10845	0	0	0	0
AT3G10850	153	255	398	419
AT3G10860	1271	746	802	862
AT3G10870	18	17	28	18
AT3G10880	3	2	1	9
AT3G10890	0	0	1	0
AT3G10900	0	0	0	0
AT3G10910	24	8	4	19
AT3G10915	189	135	141	128
AT3G10920	696	698	879	1078
AT3G10930	82	52	39	61
AT3G10940	109	165	68	65
AT3G10950	0	0	0	0
AT3G10960	49	61	32	53
AT3G10970	394	408	375	462
AT3G10974	0	0	0	0
AT3G10980	252	134	99	152
AT3G10985	706	1257	1171	461
AT3G10986	0	1	0	2
AT3G10990	0	0	0	0
AT3G11000	2	0	8	17
AT3G11010	85	86	628	749
AT3G11020	0	0	3	1
AT3G11030	33	55	97	93
AT3G11040	13	18	45	28
AT3G11050	10	11	26	30
AT3G11060	0	0	0	0
AT3G11070	48	37	95	157
AT3G11080	8	11	56	74
AT3G11090	117	118	82	167
AT3G11100	66	79	122	137
AT3G11110	195	191	34	92
AT3G11120	1469	305	547	945
AT3G11130	339	583	1448	1497
AT3G11150	2	1	1	1
AT3G11160	0	0	0	1
AT3G11165	1	0	0	0
AT3G11170	1584	1218	1091	1541
AT3G11180	0	0	0	0
AT3G11200	235	233	280	449
AT3G11210	56	36	55	81
AT3G11220	29	17	45	64
AT3G11230	103	54	105	106
AT3G11240	11	11	24	23
AT3G11250	218	109	271	364
AT3G11260	3	0	1	0
AT3G11270	30	31	67	84
AT3G11280	176	214	232	298
AT3G11285	0	0	0	0
AT3G11290	21	21	50	70
AT3G11300	0	0	0	0
AT3G11310	0	0	0	0
AT3G11320	101	69	98	84
AT3G11325	0	0	0	0
AT3G11330	58	41	89	134
AT3G11340	3	0	27	25
AT3G11350	0	0	0	0
AT3G11370	0	0	0	0
AT3G11380	0	0	0	0
AT3G11385	0	0	0	0
AT3G11390	0	0	0	0
AT3G11402	4	1	21	20
AT3G11395	0	0	0	0
AT3G11397	330	157	151	201
AT3G11400	148	87	278	313
AT3G02385	0	0	0	0
AT3G11405	1	1	0	0
AT3G11410	1903	1045	329	434
AT3G02395	0	0	0	0
AT3G11415	0	0	0	0
AT3G02405	0	0	0	0
AT3G11420	81	85	77	160
AT3G02415	0	0	0	0
AT3G11430	3	2	5	2
AT3G11440	7	17	16	12
AT3G11450	25	7	68	44
AT3G11460	3	5	20	10
AT3G11470	85	45	36	64
AT3G11480	0	0	0	0
AT3G11490	118	66	64	122
AT3G02425	0	0	0	0
AT3G11500	214	96	159	156
AT3G11505	0	0	0	0
AT3G11510	2688	1067	2172	2348
AT3G11520	9	11	14	11
AT3G02435	8	1	1	2
AT3G02445	3	0	1	0
AT3G11530	191	120	150	104
AT3G11540	74	102	214	211
AT3G11550	1	0	0	0
AT3G11560	48	71	201	211
AT3G02455	0	0	0	0
AT3G11570	0	1	2	0
AT3G02465	0	0	0	0
AT3G11580	8	4	37	65
AT3G11590	25	3	44	52
AT3G11591	0	0	0	0
AT3G02475	0	0	0	0
AT3G11600	8	13	24	25
AT3G11620	115	61	64	61
AT3G11630	3335	2823	2682	3155
AT3G11640	4	3	7	4
AT3G11650	176	127	136	164
AT3G11660	343	267	309	717
AT3G11670	150	107	159	360
AT3G11673	0	0	0	0
AT3G11680	3	0	2	5
AT3G11690	86	44	48	65
AT3G11700	405	427	340	611
AT3G11710	142	97	504	606
AT3G11720	17	9	18	23
AT3G11730	210	186	209	237
AT3G11740	1	0	0	0
AT3G11745	11	12	7	3
AT3G11750	11	11	3	5
AT3G11760	20	29	55	72
AT3G11770	142	82	108	110
AT3G11773	0	0	1	2
AT3G11780	341	251	250	217
AT3G11800	180	164	221	242
AT3G11810	223	192	168	178
AT3G11820	126	390	492	381
AT3G11825	0	0	0	0
AT3G11830	391	361	770	983
AT3G11840	17	44	65	57
AT3G11850	2	25	54	35
AT3G11860	0	0	3	1
AT3G11870	0	0	0	0
AT3G11880	104	116	169	179
AT3G11890	26	41	80	90
AT3G11900	494	226	242	303
AT3G11910	139	103	424	459
AT3G11920	0	0	0	0
AT3G11930	369	616	848	1153
AT3G11940	1849	1157	2536	2819
AT3G11945	920	611	398	342
AT3G11950	7	0	6	10
AT3G11960	79	106	231	210
AT3G11964	26	18	175	254
AT3G11970	0	0	0	0
AT3G11980	0	0	0	1
AT3G11990	0	0	0	0
AT3G12000	0	0	0	0
AT3G12010	142	154	194	323
AT3G12020	20	7	37	31
AT3G12030	0	0	0	0
AT3G12040	13	21	14	14
AT3G12050	250	150	254	581
AT3G12060	2	0	0	1
AT3G12070	12	6	1	0
AT3G12080	123	83	365	376
AT3G12090	36	59	33	24
AT3G12100	69	85	86	71
AT3G12110	60	55	71	153
AT3G12120	1346	1737	1822	2013
AT3G12130	190	120	155	208
AT3G12140	90	98	149	179
AT3G12143	1	0	1	3
AT3G12145	145	108	196	305
AT3G12150	163	247	226	175
AT3G12160	0	0	0	0
AT3G12170	12	2	8	14
AT3G12180	137	58	50	73
AT3G12190	0	0	0	0
AT3G12200	48	52	108	101
AT3G12203	0	0	0	0
AT3G12210	49	65	84	138
AT3G12220	3	4	61	56
AT3G12230	0	0	0	0
AT3G12240	0	0	0	0
AT3G12250	13	15	28	27
AT3G02485	0	0	0	0
AT3G12260	751	486	376	347
AT3G02495	2	0	0	1
AT3G12270	24	16	90	150
AT3G12280	99	66	226	360
AT3G12290	248	412	660	547
AT3G12300	205	83	149	177
AT3G12320	1179	344	196	945
AT3G12340	16	4	24	27
AT3G12345	338	294	370	465
AT3G12350	136	125	103	176
AT3G12360	88	122	274	278
AT3G12370	63	42	77	90
AT3G12380	21	13	67	70
AT3G12385	0	0	0	0
AT3G12390	176	116	317	475
AT3G12400	283	451	296	369
AT3G12410	3	3	3	8
AT3G12420	0	0	0	0
AT3G12430	0	0	0	0
AT3G12440	0	0	1	0
AT3G12450	0	0	0	0
AT3G12460	16	9	9	7
AT3G12470	0	0	1	1
AT3G12480	26	10	45	57
AT3G02505	0	0	0	0
AT3G12490	207	352	542	449
AT3G02525	0	0	0	1
AT3G12500	97	15	48	63
AT3G12502	0	0	0	0
AT3G12510	0	0	0	0
AT3G02535	0	0	0	0
AT3G12520	19	27	15	22
AT3G02545	0	0	1	0
AT3G12530	17	8	38	44
AT3G12540	0	0	0	0
AT3G12545	0	0	0	0
AT3G12550	9	3	26	18
AT3G12560	65	64	66	112
AT3G12570	33	82	143	126
AT3G12580	127	7	8	166
AT3G12587	78	33	66	56
AT3G12585	1	0	0	0
AT3G12590	74	74	139	207
AT3G12600	58	75	171	237
AT3G12610	327	240	150	124
AT3G12620	157	90	133	164
AT3G12630	645	758	648	751
AT3G12640	16	29	68	84
AT3G02565	0	0	0	0
AT3G12650	17	8	25	21
AT3G02575	0	0	0	0
AT3G12670	130	139	377	373
AT3G12660	0	0	0	0
AT3G12680	30	39	74	75
AT3G12685	143	57	42	85
AT3G12690	23	23	29	26
AT3G12700	35	38	55	57
AT3G12710	8	11	54	35
AT3G12720	0	0	0	0
AT3G12730	11	23	15	30
AT3G12740	288	404	559	581
AT3G02585	0	0	0	0
AT3G12750	120	65	33	58
AT3G12760	419	239	500	456
AT3G12770	0	0	0	2
AT3G12775	0	0	0	0
AT3G12780	8744	8241	6302	9404
AT3G12800	1017	555	670	897
AT3G12810	9	8	65	60
AT3G12820	2	4	0	0
AT3G12830	132	104	139	220
AT3G12833	0	0	0	3
AT3G12835	0	0	0	0
AT3G12840	0	0	0	0
AT3G12850	0	0	0	0
AT3G02595	0	0	0	0
AT3G12860	9	5	18	27
AT3G12870	36	35	37	21
AT3G12880	0	0	3	1
AT3G12890	5	0	4	12
AT3G12900	1	2	0	0
AT3G12910	0	2	6	8
AT3G12915	4	18	11	24
AT3G12920	69	53	64	129
AT3G02605	0	0	0	0
AT3G02615	0	0	0	0
AT3G12930	420	160	298	348
AT3G12940	13	15	34	37
AT3G12950	46	57	140	131
AT3G12955	0	0	2	1
AT3G12960	0	0	0	0
AT3G12965	176	101	266	417
AT3G02625	0	0	0	0
AT3G02635	0	0	0	0
AT3G12970	6	5	8	7
AT3G12977	0	0	4	5
AT3G12980	19	21	100	91
AT3G12981	4	2	0	1
AT3G12990	74	41	68	102
AT3G13000	29	34	42	45
AT3G13010	0	0	0	1
AT3G13020	3	4	2	2
AT3G13030	38	60	36	45
AT3G13040	184	101	161	316
AT3G13050	119	107	159	127
AT3G02655	0	0	0	0
AT3G13060	58	72	166	159
AT3G13061	0	0	0	0
AT3G13062	249	530	699	739
AT3G13065	5	15	35	32
AT3G13070	118	93	181	275
AT3G13075	0	0	0	0
AT3G13080	206	249	1499	1640
AT3G13090	1	1	12	14
AT3G13100	8	4	63	86
AT3G13110	2844	771	466	884
AT3G13120	1451	1031	1315	1381
AT3G13130	1	0	3	7
AT3G13140	1	0	0	0
AT3G13150	11	7	43	53
AT3G13160	24	11	63	96
AT3G13170	0	1	1	1
AT3G13175	55	27	54	23
AT3G13180	146	133	231	215
AT3G13190	10	7	18	21
AT3G13200	126	146	312	282
AT3G13205	0	0	0	0
AT3G13210	1	2	0	1
AT3G13220	0	0	0	0
AT3G13222	34	24	78	62
AT3G13223	0	0	0	0
AT3G13224	66	97	148	151
AT3G13227	0	0	0	0
AT3G13225	15	27	58	55
AT3G02665	0	0	0	0
AT3G13226	20	34	44	62
AT3G13228	0	0	0	0
AT3G13229	0	0	0	0
AT3G13230	33	12	57	111
AT3G13235	88	170	340	369
AT3G13240	6	6	2	5
AT3G13250	0	1	0	0
AT3G13260	0	0	0	0
AT3G13270	5	10	12	3
AT3G13275	63	29	17	15
AT3G13277	11	10	28	22
AT3G13276	0	0	0	0
AT3G13280	1	0	0	0
AT3G13290	23	27	86	91
AT3G13300	143	103	385	407
AT3G13310	699	431	379	428
AT3G13320	146	159	187	198
AT3G13330	92	165	716	729
AT3G13335	0	0	0	0
AT3G13340	179	236	342	308
AT3G13350	45	33	82	115
AT3G13360	58	63	107	134
AT3G13370	0	0	0	0
AT3G02685	0	0	0	0
AT3G13380	15	25	155	150
AT3G13390	0	0	0	0
AT3G13400	0	0	0	0
AT3G13404	15	10	11	14
AT3G13403	0	0	2	0
AT3G13410	1321	708	659	697
AT3G13420	3	10	11	6
AT3G13430	37	79	118	87
AT3G02695	0	0	0	1
AT3G13432	0	0	1	3
AT3G02705	1	0	15	16
AT3G13433	1	0	12	7
AT3G13435	1	0	9	6
AT3G13437	12	14	20	23
AT3G13438	1	0	0	1
AT3G13440	6	5	15	8
AT3G13445	108	88	102	113
AT3G13450	92	132	209	100
AT3G13460	838	601	1869	2084
AT3G13470	226	148	611	973
AT3G13480	227	60	61	148
AT3G13490	133	191	274	329
AT3G13500	0	1	0	0
AT3G13510	178	96	141	312
