ID	WT1	WT2	atx345_1	atx345_2	
AT1G08030	39	49	73	75
AT1G08035	1	0	0	0
AT1G08040	134	115	140	162
AT1G08050	24	17	162	156
AT1G08060	14	13	76	59
AT1G08065	0	0	0	0
AT1G08070	5	1	3	14
AT1G08080	1	1	0	0
AT1G08090	14	78	8	11
AT1G08100	2	4	1	0
AT1G08105	0	1	0	0
AT1G08110	277	376	427	444
AT1G08115	32	22	35	25
AT1G08120	0	0	0	0
AT1G04643	0	0	0	0
AT1G08125	31	24	70	72
AT1G08130	30	26	134	161
AT1G08135	0	0	0	0
AT1G08140	0	0	0	0
AT1G08150	0	0	0	0
AT1G08160	27	38	29	51
AT1G08165	4	8	3	4
AT1G08170	1	1	0	0
AT1G08180	22	24	14	13
AT1G08190	259	191	324	524
AT1G08200	638	837	788	1202
AT1G08210	138	108	130	92
AT1G08220	47	19	46	60
AT1G08230	125	100	50	88
AT1G08240	0	0	0	0
AT1G08250	0	0	0	0
AT1G08260	9	9	63	62
AT1G08270	1	3	4	0
AT1G08280	30	14	29	29
AT1G08290	9	4	9	11
AT1G08300	1	4	21	28
AT1G08310	1	0	1	2
AT1G08315	0	0	0	0
AT1G04647	0	0	0	0
AT1G08320	0	0	2	2
AT1G04653	0	0	0	0
AT1G08340	6	1	7	9
AT1G08350	63	41	61	55
AT1G08360	424	366	995	1330
AT1G08370	74	85	144	271
AT1G08380	7144	20352	8251	5645
AT1G08390	40	54	27	15
AT1G08400	20	19	30	32
AT1G08410	15	7	64	78
AT1G08420	314	365	521	625
AT1G08430	0	0	0	0
AT1G08440	8	2	0	6
AT1G08450	174	185	1111	986
AT1G08460	136	170	294	232
AT1G08465	88	73	142	136
AT1G08470	152	117	91	140
AT1G08480	451	312	341	399
AT1G08490	479	311	355	446
AT1G08500	8	5	4	1
AT1G08510	352	387	447	727
AT1G08520	448	318	866	866
AT1G08530	37	27	22	42
AT1G08540	84	69	184	218
AT1G08550	19	98	128	95
AT1G08560	30	36	51	81
AT1G08570	2019	514	744	1474
AT1G08580	51	22	80	106
AT1G08590	0	0	0	0
AT1G08592	0	0	0	0
AT1G08600	13	18	68	61
AT1G08610	8	9	37	62
AT1G04657	0	0	0	0
AT1G08620	26	23	74	103
AT1G08630	7	5	18	18
AT1G08640	774	312	442	516
AT1G08645	0	0	0	0
AT1G08650	92	81	148	161
AT1G08660	43	73	132	100
AT1G08670	0	0	0	0
AT1G08680	56	61	149	117
AT1G08695	0	0	0	0
AT1G08700	206	199	193	331
AT1G08710	13	27	29	58
AT1G08720	40	58	138	89
AT1G08730	0	1	2	0
AT1G08735	0	0	0	0
AT1G08740	0	0	0	0
AT1G08750	68	64	59	83
AT1G08760	31	24	67	74
AT1G08770	122	105	99	64
AT1G08780	31	22	49	64
AT1G08790	0	0	0	0
AT1G08800	20	33	38	51
AT1G08810	23	15	18	23
AT1G08820	60	82	177	156
AT1G04667	0	0	0	0
AT1G08830	4450	2602	3719	4313
AT1G08840	16	13	19	17
AT1G08845	38	17	32	53
AT1G08860	0	0	2	5
AT1G08870	0	0	0	0
AT1G08880	412	291	454	513
AT1G08890	19	32	18	4
AT1G08900	136	297	336	182
AT1G08910	30	26	81	103
AT1G04673	0	0	0	0
AT1G04677	0	0	0	0
AT1G04683	0	0	0	0
AT1G08920	83	149	120	70
AT1G08930	190	662	1158	618
AT1G08940	18	8	47	24
AT1G08950	1	0	0	0
AT1G08960	90	49	48	87
AT1G08970	68	44	104	112
AT1G08980	157	514	395	175
AT1G08985	0	0	0	0
AT1G08990	0	0	0	1
AT1G09000	8	6	17	14
AT1G09010	100	218	369	344
AT1G09020	548	391	417	484
AT1G09030	0	0	0	0
AT1G09040	1	2	9	6
AT1G09050	2	2	11	9
AT1G09060	42	52	188	203
AT1G09070	1043	2228	1407	1865
AT1G09080	4	3	218	141
AT1G09090	0	0	0	0
AT1G09100	48	38	106	107
AT1G09110	0	0	0	0
AT1G09130	1439	1375	1496	1875
AT1G09140	380	328	387	415
AT1G09150	69	134	128	188
AT1G09155	0	0	0	2
AT1G09157	2	0	0	0
AT1G09160	137	123	161	163
AT1G09170	7	0	1	0
AT1G09176	3	0	1	1
AT1G09180	42	13	22	34
AT1G09190	13	3	15	33
AT1G09195	25	22	40	46
AT1G09200	130	56	152	217
AT1G09210	359	140	928	1023
AT1G09220	7	3	17	10
AT1G09230	14	34	76	58
AT1G09240	33	60	113	107
AT1G09245	0	0	0	0
AT1G04687	0	0	0	0
AT1G04693	0	0	0	0
AT1G09250	35	44	48	65
AT1G09260	0	0	0	0
AT1G09270	158	101	234	312
AT1G09280	26	42	85	69
AT1G09290	21	10	27	21
AT1G09300	15	16	77	79
AT1G09310	1270	514	434	604
AT1G09320	11	12	37	40
AT1G09330	298	161	199	188
AT1G09340	5325	5266	2955	4846
AT1G09350	14	5	2	2
AT1G09360	0	0	0	0
AT1G09370	1	0	0	0
AT1G09380	0	0	0	3
AT1G09390	54	126	75	71
AT1G04697	0	1	1	0
AT1G09400	0	0	2	0
AT1G09410	1	1	3	8
AT1G09415	16	8	38	37
AT1G09420	7	6	25	24
AT1G09421	0	0	0	0
AT1G09430	202	328	745	634
AT1G09440	17	18	20	30
AT1G09450	14	8	10	11
AT1G09460	3	4	23	26
AT1G09470	6	7	9	11
AT1G09480	12	6	5	7
AT1G09483	0	1	0	0
AT1G09486	2	2	5	10
AT1G09490	157	217	154	130
AT1G09500	4	6	18	17
AT1G09510	0	0	0	0
AT1G09520	32	87	97	140
AT1G09530	19	46	60	62
AT1G04703	0	0	0	0
AT1G09540	0	1	2	1
AT1G09550	0	0	0	0
AT1G09560	256	141	593	865
AT1G09570	51	263	627	288
AT1G09575	9	26	18	10
AT1G09580	12	23	27	25
AT1G09590	278	143	575	702
AT1G09600	3	0	5	2
AT1G09610	0	0	0	0
AT1G04707	0	0	0	0
AT1G09620	200	279	800	866
AT1G09625	0	0	0	0
AT1G09630	32	36	67	73
AT1G09640	619	563	1525	2067
AT1G09645	177	100	139	95
AT1G09650	2	1	1	1
AT1G04713	0	0	0	0
AT1G09660	119	157	187	234
AT1G04717	0	0	0	0
AT1G09665	0	0	0	0
AT1G09680	3	5	21	28
AT1G09690	467	274	974	1183
AT1G09700	16	5	39	45
AT1G09710	11	22	25	29
AT1G09720	0	0	0	0
AT1G09730	47	65	148	148
AT1G09740	152	125	154	154
AT1G09750	447	729	1245	1163
AT1G09760	118	85	185	215
AT1G09770	74	32	188	150
AT1G09780	987	518	770	1542
AT1G09790	0	0	1	0
AT1G09794	0	1	7	6
AT1G09795	288	254	311	359
AT1G04723	0	0	0	0
AT1G09800	4	5	27	24
AT1G04733	0	0	0	0
AT1G09810	8	9	41	37
AT1G09812	27	5	8	17
AT1G09815	63	100	163	203
AT1G09820	15	5	10	36
AT1G09830	245	131	269	369
AT1G09840	144	99	130	224
AT1G09850	71	73	88	115
AT1G04737	0	0	0	0
AT1G09860	0	0	0	1
AT1G04743	0	0	0	0
AT1G09870	132	123	176	227
AT1G09880	1	3	4	2
AT1G04747	0	0	0	0
AT1G09890	9	5	10	11
AT1G09900	120	58	105	152
AT1G09910	48	86	24	27
AT1G09920	114	87	151	149
AT1G09930	2	0	7	10
AT1G09932	18	11	257	256
AT1G09935	0	0	3	9
AT1G09940	34	81	124	104
AT1G09950	15	7	1	2
AT1G09960	107	53	34	60
AT1G04753	0	0	0	0
AT1G09970	349	887	867	930
AT1G09980	62	97	120	167
AT1G09995	22	12	9	16
AT1G10000	3	15	11	12
AT1G10010	1	0	0	0
AT1G10020	162	215	191	315
AT1G10030	141	64	47	75
AT1G10040	4	3	10	15
AT1G10050	14	28	102	111
AT1G10060	35	55	48	39
AT1G10070	14	15	107	11
AT1G10090	69	147	112	67
AT1G10095	17	26	31	23
AT1G10100	0	0	0	0
AT1G04763	0	0	0	0
AT1G10110	0	0	0	0
AT1G04767	0	0	0	0
AT1G10120	52	24	48	93
AT1G04773	0	0	0	0
AT1G10130	164	164	318	280
AT1G10140	15	40	94	39
AT1G10150	0	0	0	0
AT1G10155	16	1	2	19
AT1G10160	52	29	20	42
AT1G10170	80	124	794	560
AT1G10180	28	47	92	124
AT1G10190	0	0	0	0
AT1G10200	65	123	174	116
AT1G10210	48	47	93	57
AT1G10220	0	0	1	0
AT1G10225	0	0	0	1
AT1G10230	24	12	39	53
AT1G10240	8	29	56	59
AT1G10250	0	0	1	0
AT1G10260	0	0	0	0
AT1G04783	0	0	0	0
AT1G10270	37	5	59	75
AT1G10280	32	33	29	40
AT1G10290	149	116	384	338
AT1G10300	0	0	3	0
AT1G10310	48	54	63	74
AT1G10320	2	1	20	35
AT1G10330	8	9	5	9
AT1G10340	9	26	231	193
AT1G10350	32	34	79	70
AT1G10360	197	237	183	192
AT1G10370	2053	367	163	953
AT1G10380	221	135	44	113
AT1G10385	0	1	0	0
AT1G04787	0	0	0	0
AT1G10390	140	132	431	422
AT1G10395	0	0	0	0
AT1G10400	0	0	0	0
AT1G10410	87	69	222	169
AT1G04793	0	0	0	0
AT1G10417	3	2	2	8
AT1G10419	0	0	0	0
AT1G10430	212	134	161	152
AT1G10440	0	0	0	0
AT1G10450	23	17	83	69
AT1G10455	0	0	0	0
AT1G10460	18	6	5	12
AT1G10470	915	457	681	783
AT1G10480	2	2	1	0
AT1G10490	52	32	133	219
AT1G10500	418	293	215	264
AT1G10510	194	123	247	272
AT1G10520	5	5	1	6
AT1G10522	192	76	298	251
AT1G04797	0	0	0	0
AT1G10530	2	0	0	0
AT1G04803	0	0	0	0
AT1G10538	1	0	0	0
AT1G10540	4	9	5	5
AT1G10550	4	0	3	13
AT1G10560	10	16	4	8
AT1G10570	15	19	55	61
AT1G10580	54	33	84	147
AT1G10585	2	1	7	13
AT1G10586	0	0	0	0
AT1G10588	0	0	0	0
AT1G10590	223	267	497	542
AT1G10600	90	77	113	69
AT1G10610	7	10	23	39
AT1G10620	0	1	0	0
AT1G10630	684	480	613	587
AT1G04807	0	0	0	0
AT1G10640	35	7	17	27
AT1G10650	69	9	16	61
AT1G04813	0	0	0	0
AT1G10657	123	124	76	84
AT1G10660	239	113	187	180
AT1G10670	376	544	541	798
AT1G10680	0	0	0	0
AT1G10682	66	86	70	67
AT1G10690	16	48	91	68
AT1G10700	155	260	255	184
AT1G10705	0	0	0	0
AT1G10710	1	0	1	2
AT1G10715	0	0	0	0
AT1G10717	0	0	0	0
AT1G10720	43	38	77	82
AT1G10730	16	24	42	44
AT1G10740	451	219	225	451
AT1G10745	0	0	0	0
AT1G10747	0	0	0	0
AT1G10750	8	4	6	9
AT1G04817	0	0	0	1
AT1G10760	82	144	371	267
AT1G10770	0	0	0	0
AT1G10780	19	15	31	28
AT1G10790	2	0	3	4
AT1G10800	3	2	0	4
AT1G10810	2	0	0	2
AT1G10820	53	57	68	94
AT1G10830	371	251	165	194
AT1G10840	378	378	620	740
AT1G04823	0	0	0	0
AT1G10850	59	21	65	140
AT1G10865	73	51	85	105
AT1G04827	0	1	1	0
AT1G10870	37	35	59	99
AT1G10875	0	0	0	0
AT1G10880	0	0	0	0
AT1G10890	22	18	65	59
AT1G10900	68	118	101	127
AT1G10910	117	116	124	168
AT1G10920	17	30	57	56
AT1G10930	8	6	36	43
AT1G10940	174	205	301	335
AT1G10950	727	644	894	981
AT1G10960	5648	2961	1476	5699
AT1G10970	120	66	33	39
AT1G10980	9	6	9	14
AT1G10990	6	10	25	4
AT1G11000	7	17	31	14
AT1G11010	0	0	0	0
AT1G11020	107	74	126	92
AT1G11030	0	0	0	0
AT1G11040	0	0	0	0
AT1G11050	0	0	0	0
AT1G04833	0	0	0	2
AT1G11055	0	0	0	0
AT1G11060	32	29	72	79
AT1G11070	0	1	3	4
AT1G11080	21	18	83	121
AT1G04837	0	0	0	0
AT1G11090	0	0	0	0
AT1G11100	2	1	6	9
AT1G11110	0	0	0	1
AT1G11112	8	2	2	1
AT1G11120	63	9	15	29
AT1G11125	3	0	6	7
AT1G11130	79	46	93	144
AT1G11145	0	0	0	0
AT1G11150	8	2	5	7
AT1G11160	1	1	6	4
AT1G11170	1	0	0	0
AT1G11175	92	124	121	56
AT1G11180	28	48	50	24
AT1G11185	9	6	5	7
AT1G11190	29	21	19	27
AT1G11200	125	58	77	49
AT1G11210	5	3	9	2
AT1G11220	2	4	10	7
AT1G11230	0	0	0	0
AT1G11240	36	12	68	65
AT1G11250	0	0	0	0
AT1G11260	469	2527	5197	1592
AT1G11270	8	15	2	2
AT1G11265	0	1	0	0
AT1G11280	53	51	100	129
AT1G11290	15	29	52	53
AT1G11300	4	14	60	35
AT1G11303	19	35	64	64
AT1G11310	303	707	925	752
AT1G11320	16	11	20	30
AT1G11330	100	130	315	397
AT1G11340	8	10	12	12
AT1G11350	52	78	142	131
AT1G11360	72	138	159	114
AT1G11362	0	0	0	0
AT1G11370	0	0	0	0
AT1G11380	45	39	45	66
AT1G11390	95	55	105	121
AT1G11400	19	12	24	36
AT1G04847	0	0	0	0
AT1G11410	50	39	45	95
AT1G11420	6	2	11	13
AT1G11430	195	267	438	629
AT1G11440	42	44	37	73
AT1G11450	16	5	17	15
AT1G11460	0	1	2	0
AT1G11470	0	0	0	0
AT1G11475	190	74	206	280
AT1G11480	45	33	143	98
AT1G11482	0	0	0	1
AT1G11490	0	0	3	0
AT1G11500	1	2	1	2
AT1G11510	0	0	0	0
AT1G11520	0	0	0	1
AT1G11530	122	74	88	55
AT1G04853	0	0	0	0
AT1G11540	3	2	0	0
AT1G11545	89	78	64	82
AT1G11550	0	0	0	0
AT1G11560	0	0	1	1
AT1G11570	17	5	8	10
AT1G11572	3	0	0	2
AT1G11580	283	115	265	565
AT1G04857	0	0	0	0
AT1G11590	0	0	0	0
AT1G11591	0	0	0	0
AT1G11592	44	36	27	36
AT1G11593	0	0	0	0
AT1G11595	0	0	0	0
AT1G11600	118	90	70	67
AT1G11608	0	0	0	0
AT1G11610	1	0	0	0
AT1G11620	0	0	0	0
AT1G11630	61	35	46	54
AT1G11640	0	0	0	0
AT1G11650	605	938	1338	1574
AT1G11655	0	0	0	0
AT1G11660	37	49	141	152
AT1G11670	77	78	33	46
AT1G04863	0	0	0	0
AT1G11680	576	624	583	633
AT1G11684	0	0	0	0
AT1G11690	0	0	0	0
AT1G04867	0	0	0	0
AT1G11700	109	71	21	73
AT1G11710	20	9	15	19
AT1G11720	85	76	114	148
AT1G04873	0	0	0	0
AT1G11730	4	7	4	10
AT1G04877	5	0	1	2
AT1G11740	3	2	1	2
AT1G11750	312	400	444	519
AT1G04883	0	0	0	0
AT1G11755	51	38	59	50
AT1G11760	75	49	56	58
AT1G11765	0	0	0	0
AT1G11770	0	0	0	0
AT1G04887	0	0	0	0
AT1G11780	46	40	46	80
AT1G11785	4	5	0	1
AT1G11790	369	135	177	229
AT1G11800	55	48	37	44
AT1G11803	0	0	0	0
AT1G11806	0	0	0	0
AT1G11810	0	0	0	0
AT1G11820	385	127	177	307
AT1G04893	0	0	0	1
AT1G11840	920	1019	1166	1406
AT1G11850	674	323	273	383
AT1G11860	2836	3916	2968	4363
AT1G11870	84	94	147	175
AT1G04897	0	0	0	0
AT1G04907	3	0	2	2
AT1G11880	54	30	41	44
AT1G11890	283	158	235	305
AT1G04913	0	0	0	1
AT1G11900	5	2	3	3
AT1G04917	0	0	0	0
AT1G11905	43	57	91	85
AT1G11910	3221	4486	3962	3886
AT1G11915	7	3	1	4
AT1G11920	0	0	0	1
AT1G11925	0	0	1	0
AT1G11930	261	252	397	487
AT1G11940	11	4	21	41
AT1G11950	7	5	25	26
AT1G11960	57	74	56	73
AT1G11970	0	0	0	0
AT1G11980	0	0	0	0
AT1G11990	2	4	4	5
AT1G12000	143	94	373	485
AT1G12010	7	12	0	0
AT1G12013	2	0	0	0
AT1G12015	0	0	0	0
AT1G12020	59	36	49	81
AT1G12030	0	0	1	0
AT1G04923	0	0	0	0
AT1G12040	0	0	0	0
AT1G12050	228	343	409	331
AT1G12060	62	25	11	27
AT1G12064	0	0	0	0
AT1G12070	0	0	0	0
AT1G12080	30	8	8	17
AT1G12090	1668	3312	1530	974
AT1G12100	0	5	0	0
AT1G12110	868	576	431	1164
AT1G12120	44	31	108	73
AT1G12130	0	0	0	0
AT1G12140	74	79	149	172
AT1G04927	0	0	0	0
AT1G12150	0	0	1	0
AT1G04933	0	0	0	0
AT1G12160	9	16	13	8
AT1G12170	0	0	0	0
AT1G12180	0	0	0	0
AT1G12190	0	0	0	0
AT1G12200	41	44	88	120
AT1G12210	3	1	3	0
AT1G12211	0	0	0	0
AT1G12220	30	58	132	104
AT1G12230	357	355	414	346
AT1G12240	385	262	586	884
AT1G12244	101	48	31	31
AT1G12250	440	412	366	444
AT1G12260	1	1	1	4
AT1G04937	0	0	0	0
AT1G12270	49	18	98	103
AT1G12280	46	62	41	56
AT1G12290	5	5	42	41
AT1G12300	8	15	16	22
AT1G12320	17	15	41	33
AT1G12310	0	0	0	0
AT1G04943	0	1	0	0
AT1G04947	0	0	0	0
AT1G12330	57	19	35	31
AT1G12340	3	0	1	0
AT1G12350	131	89	127	131
AT1G12360	44	103	289	298
AT1G12370	62	9	25	115
AT1G12380	53	36	35	109
AT1G12390	65	54	87	90
AT1G12400	52	23	4	12
AT1G12410	299	395	620	655
AT1G12411	0	0	0	0
AT1G12420	34	14	67	103
AT1G12430	28	24	72	87
AT1G12440	353	561	486	509
AT1G12450	52	50	79	49
AT1G12460	90	48	41	46
AT1G12470	33	107	185	202
AT1G12480	4	5	5	6
AT1G04953	0	0	0	0
AT1G12490	0	0	2	0
AT1G04957	0	0	0	0
AT1G12500	240	184	135	335
AT1G12510	0	0	0	0
AT1G12520	316	334	673	781
AT1G12530	16	4	15	12
AT1G12540	0	0	0	0
AT1G12550	85	56	12	28
AT1G12560	0	0	0	0
AT1G12570	52	36	46	136
AT1G12580	73	93	140	198
AT1G12590	0	0	0	0
AT1G12600	4	3	0	0
AT1G04963	0	0	0	0
AT1G12610	16	10	0	1
AT1G12615	0	0	0	0
AT1G12620	12	15	19	23
AT1G12630	4	6	2	1
AT1G12640	349	257	266	273
AT1G12650	38	17	38	70
AT1G12660	0	0	0	0
AT1G12663	0	0	0	0
AT1G12665	0	0	0	0
AT1G12667	0	0	0	0
AT1G12669	0	0	0	0
AT1G12670	2	0	0	0
AT1G12672	7	4	0	1
AT1G12680	46	69	93	101
AT1G12700	26	8	9	7
AT1G12710	67	45	28	23
AT1G12720	0	0	0	0
AT1G12725	0	0	0	0
AT1G12730	34	27	25	16
AT1G04967	0	0	0	0
AT1G12740	0	0	0	0
AT1G12750	64	108	24	35
AT1G12760	222	376	433	387
AT1G12770	89	69	206	254
AT1G12775	10	6	10	10
AT1G12780	52	305	504	250
AT1G12790	11	9	9	10
AT1G12800	223	173	471	600
AT1G12805	12	9	11	10
AT1G12810	253	172	138	141
AT1G04973	1	0	0	0
AT1G12820	222	214	200	265
AT1G04977	0	0	0	0
AT1G12840	1474	952	959	1015
AT1G12830	0	0	0	0
AT1G12845	40	48	32	23
AT1G12850	82	96	125	180
AT1G12855	0	2	0	0
AT1G12860	91	83	121	143
AT1G12870	0	0	0	0
AT1G12880	61	39	43	59
AT1G04983	0	0	0	0
AT1G12890	1	0	2	1
AT1G12900	14871	8384	5468	7800
AT1G12910	78	165	245	194
AT1G12920	299	206	371	560
AT1G12930	64	73	120	151
AT1G12935	0	0	0	0
AT1G12940	6	22	106	127
AT1G12950	2	1	3	1
AT1G12960	0	0	0	0
AT1G12970	64	96	117	86
AT1G12980	0	0	1	4
AT1G12990	204	123	218	218
AT1G13000	13	55	122	93
AT1G13010	0	0	0	0
AT1G13020	73	39	118	146
AT1G13030	6	6	23	26
AT1G13040	3	2	7	17
AT1G13050	5	1	10	16
AT1G13060	734	707	987	1017
AT1G13070	0	0	0	0
AT1G04987	0	0	0	0
AT1G13080	125	87	68	224
AT1G13090	64	109	157	240
AT1G13100	15	27	26	33
AT1G13110	82	204	345	206
AT1G13120	19	8	37	41
AT1G13130	1	4	2	5
AT1G13140	1	2	0	0
AT1G13143	0	0	0	0
AT1G13145	26	12	18	13
AT1G13150	1	1	8	3
AT1G13160	20	12	53	87
AT1G13170	33	31	51	57
AT1G13180	36	40	85	54
AT1G13190	119	113	164	179
AT1G13195	76	59	70	65
AT1G13200	0	0	0	0
AT1G13210	46	337	692	226
AT1G13220	3	4	20	14
AT1G13230	2	0	0	3
AT1G13240	0	0	0	0
AT1G13245	488	299	306	272
AT1G04997	0	0	0	0
AT1G13250	146	153	166	208
AT1G05003	0	0	0	0
AT1G13260	142	356	649	703
AT1G13270	453	176	440	492
AT1G13280	187	158	160	149
AT1G13290	0	0	2	0
AT1G13300	0	1	4	0
AT1G13310	0	0	1	2
AT1G13320	397	378	490	495
AT1G13330	4	0	3	3
AT1G13340	15	14	206	295
AT1G13350	30	16	66	87
AT1G13360	419	314	386	455
AT1G05007	0	0	0	0
AT1G13370	2	0	2	3
AT1G13380	577	271	241	293
AT1G13390	149	108	146	113
AT1G13400	1	1	2	3
AT1G13410	15	5	10	12
AT1G13420	2	0	0	1
AT1G13430	1	3	0	0
AT1G13440	10432	9372	8089	10306
AT1G05013	0	0	0	0
AT1G13448	4	14	4	1
AT1G13450	36	41	75	66
AT1G13460	42	24	40	40
AT1G13470	21	40	402	391
AT1G13480	0	0	15	19
AT1G13485	0	0	0	0
AT1G13490	0	0	0	0
AT1G13500	0	0	0	0
AT1G13510	0	0	0	1
AT1G13520	1	0	33	28
AT1G13530	0	1	13	10
AT1G13540	0	2	11	11
AT1G13550	2	0	9	3
AT1G13560	820	485	430	508
AT1G13570	44	54	95	68
AT1G13580	63	22	20	17
AT1G13590	0	0	0	0
AT1G13600	2	1	3	15
AT1G13605	0	0	0	0
AT1G13607	0	0	0	0
AT1G13608	1	0	0	0
AT1G13609	4	0	2	0
AT1G13610	1	0	0	2
AT1G13620	0	0	0	0
AT1G13630	3	5	9	14
AT1G13635	2	3	2	0
AT1G13640	125	122	181	342
AT1G13650	41	18	29	40
AT1G13660	0	1	0	0
AT1G13670	2	4	14	13
AT1G13680	2	1	0	0
AT1G13690	26	33	38	53
AT1G05017	0	0	0	0
AT1G13700	2	71	155	97
AT1G05023	0	1	2	1
AT1G05027	0	0	0	0
AT1G13710	95	54	54	54
AT1G13720	0	0	0	0
AT1G13730	36	19	65	103
AT1G13740	5	8	7	21
AT1G05033	0	0	0	0
AT1G13750	14	31	139	97
AT1G13755	0	0	0	0
AT1G13760	0	0	0	0
AT1G13770	96	64	98	75
AT1G13780	52	30	8	11
AT1G13790	2	0	10	4
AT1G13800	0	2	11	10
AT1G13805	0	0	0	0
AT1G13810	32	17	52	62
AT1G13820	363	308	259	206
AT1G13825	1	0	0	0
AT1G13830	11	10	17	30
AT1G13840	0	0	0	0
AT1G13850	0	0	0	0
AT1G13860	70	63	70	83
AT1G13870	68	52	44	88
AT1G13880	82	83	126	136
AT1G13890	0	0	0	0
AT1G13900	159	132	127	148
AT1G13910	31	9	23	32
AT1G13920	14	7	2	1
AT1G13930	470	541	517	393
AT1G13940	13	13	36	57
AT1G05037	0	0	0	0
AT1G13950	62	53	6	11
AT1G13960	29	12	30	34
AT1G13970	3	2	3	12
AT1G13980	28	94	220	227
AT1G13990	34	160	377	181
AT1G14000	122	120	256	254
AT1G14010	39	53	143	115
AT1G05043	0	4	1	0
AT1G14020	68	72	70	99
AT1G14030	34	88	139	111
AT1G05047	0	0	0	0
AT1G14040	5	3	15	15
AT1G14048	0	0	0	0
AT1G14060	23	7	52	85
AT1G14080	2	0	5	2
AT1G14090	9	5	22	25
AT1G14100	0	1	0	0
AT1G14110	0	0	1	0
AT1G05053	0	0	0	0
AT1G14120	2	1	4	6
AT1G14130	37	43	26	30
AT1G14140	45	45	73	67
AT1G14150	249	257	119	234
AT1G14160	0	0	0	0
AT1G05057	4	0	6	1
AT1G14170	23	14	53	34
AT1G14180	21	13	24	43
AT1G14182	0	0	0	0
AT1G14185	0	0	1	1
AT1G14190	3	12	2	3
AT1G14200	350	143	197	559
AT1G14205	15	11	22	19
AT1G14210	74	42	36	54
AT1G14220	0	0	0	0
AT1G14230	80	59	120	133
AT1G14240	3	3	2	2
AT1G14250	33	23	238	129
AT1G14260	9	3	28	16
AT1G14270	636	422	374	390
AT1G14280	62	63	47	71
AT1G14290	260	130	118	123
AT1G14300	66	33	138	146
AT1G14310	98	81	97	80
AT1G14315	0	0	0	0
AT1G14320	4734	2040	4040	4982
AT1G14330	77	53	100	89
AT1G14340	77	93	72	73
AT1G14345	1376	431	204	576
AT1G05067	0	0	0	0
AT1G05073	0	0	0	0
AT1G14350	38	17	13	20
AT1G14360	194	89	383	335
AT1G14370	30	68	154	141
AT1G05077	0	0	0	0
AT1G14380	19	25	56	38
AT1G05083	0	0	0	0
AT1G14390	0	0	0	0
AT1G14400	1360	1064	1030	1045
AT1G14410	185	106	264	287
AT1G14420	0	0	0	1
AT1G14430	59	46	46	88
AT1G14440	4	12	20	37
AT1G14450	36	23	13	19
AT1G14453	0	0	0	0
AT1G14455	1	0	0	0
AT1G14460	22	17	51	61
AT1G05093	0	0	0	0
AT1G14470	1	2	3	13
AT1G14480	12	14	14	13
AT1G14490	22	7	13	22
AT1G14500	0	0	0	0
AT1G14510	78	96	200	209
AT1G14518	0	0	0	0
AT1G14520	2	12	0	4
AT1G14530	55	59	32	42
AT1G14540	5	18	15	10
AT1G14550	0	0	0	0
AT1G14560	80	66	89	92
AT1G14570	79	181	302	280
AT1G14580	49	64	86	114
AT1G05097	0	0	0	0
AT1G05103	0	1	0	0
AT1G05107	0	0	0	0
AT1G14590	97	39	26	41
AT1G14600	21	13	17	40
AT1G14610	76	67	318	304
AT1G14620	74	38	147	150
AT1G14630	30	19	16	29
AT1G14640	0	2	20	6
AT1G14642	0	0	0	0
AT1G14650	104	55	206	258
AT1G14660	14	30	7	5
AT1G05113	0	0	0	0
AT1G14670	452	576	761	777
AT1G14680	2	1	5	3
AT1G14685	51	89	158	149
AT1G14686	1	0	1	0
AT1G14687	11	5	7	11
AT1G14688	0	0	0	0
AT1G05117	0	0	0	0
AT1G14690	44	33	91	114
AT1G14700	71	84	48	23
AT1G14710	89	57	268	352
AT1G14720	228	150	311	302
AT1G14730	34	32	13	16
AT1G14740	78	95	277	178
AT1G14750	1	1	3	4
AT1G14755	0	0	0	0
AT1G14760	1	3	0	0
AT1G14770	7	18	10	12
AT1G14780	2	0	7	16
AT1G14790	26	83	140	126
AT1G14800	0	0	0	0
AT1G14810	305	248	453	609
AT1G05123	0	0	0	0
AT1G14820	44	40	73	93
AT1G14830	94	143	246	289
AT1G14840	30	16	42	70
AT1G14850	67	68	258	279
AT1G14860	1	1	9	5
AT1G14870	31	28	429	193
AT1G05127	0	0	0	0
AT1G14880	340	281	4056	2205
AT1G14890	34	77	249	234
AT1G14900	52	64	141	203
AT1G14910	110	159	313	300
AT1G05133	0	0	0	0
AT1G14920	129	202	182	196
AT1G14930	0	0	0	0
AT1G14940	0	0	0	0
AT1G14950	0	0	0	0
AT1G14960	0	0	0	0
AT1G14970	22	16	16	34
AT1G14980	382	238	735	1105
AT1G14990	122	40	66	59
AT1G15000	0	0	0	0
AT1G15002	1	0	0	1
AT1G05137	0	0	0	0
AT1G15010	0	8	17	15
AT1G15015	0	0	0	0
AT1G15020	22	84	128	81
AT1G15030	265	227	175	177
AT1G05143	0	1	1	1
AT1G15040	1	0	13	1
AT1G05147	0	0	0	0
AT1G15050	0	1	0	0
AT1G15060	382	219	228	278
AT1G15080	30	19	26	16
AT1G15090	0	0	0	0
AT1G05153	2	0	0	0
AT1G15085	40	5	6	4
AT1G15100	480	101	71	186
AT1G15110	80	58	59	66
AT1G15120	1041	462	666	753
AT1G15125	582	1728	2104	422
AT1G15130	78	113	365	315
