ID	InpSDG	InpWT	Inp_atx345	SDG2_K4me3	WT_K4me2	WT_K4me3	atx345_K4me2	atx345_K4me3	
AT4G00295	15.2939	20.2995	20.0053	27.2901	40.8508	8.08016	26.9418	4.4415
AT4G00300	13.9883	24.1151	21.227	74.4277	25.7445	99.1007	35.3897	93.5327
AT4G03555	6.71438	5.49459	7.17749	3.47329	1.06382	0.712955	0.913282	1.04506
AT4G03575	4.10323	2.74729	5.80308	2.48092	0.851057	0.475303	0.456641	0.522529
AT4G00305	4.28974	5.03671	5.49765	8.43513	12.1276	3.32712	1.36992	2.35138
AT4G00310	11.1906	13.8891	13.8968	63.0154	57.1272	44.6785	27.6268	26.649
AT4G00315	8.9525	12.5155	13.1333	4.96184	17.3403	1.90121	17.5807	3.39644
AT4G00320	11.5636	14.4996	14.5077	8.93132	23.5105	2.37652	22.832	2.87391
AT4G00330	19.0241	22.5889	22.1433	61.5269	48.4039	84.604	45.2074	95.3615
AT4G03585	10.4446	19.6889	18.6309	59.5421	36.2763	72.0084	20.5488	45.7213
AT4G00356	1.11906	1.98416	1.98526	0.496184	0.319147	0	0	0.522529
AT4G00340	26.1115	34.9517	37.2619	129.008	95.6376	173.01	91.0998	176.092
AT4G00342	1.8651	2.74729	3.05425	3.47329	2.34041	0.712955	2.2832	0
AT4G00350	13.8018	23.1994	23.2123	19.3512	25.6381	5.70364	26.7135	6.00908
AT4G00355	12.3097	16.6364	19.5472	38.2062	24.9998	43.2526	22.3754	56.4331
AT4G00360	22.3813	41.362	35.582	105.191	69.1484	129.758	42.9242	82.8208
AT4G03605	1.49208	1.98416	1.67984	0.496184	1.27659	0.712955	0.913282	0.261264
AT4G00413	1.11906	2.74729	3.81781	1.48855	0.95744	0.475303	0.456641	0.783793
AT4G00380	19.0241	24.8783	25.9611	21.3359	57.4464	9.26841	52.2854	5.48655
AT4G00390	8.39297	11.5997	16.7984	23.3207	36.8082	9.26841	14.3842	5.48655
AT4G00400	16.4129	28.2361	29.3208	38.7024	40.1061	38.2619	32.4215	17.2435
AT4G00416	1.8651	5.18933	5.19223	1.48855	2.23403	0.237652	2.05488	1.30632
AT4G00420	13.0557	22.5889	17.2565	17.8626	25.7445	33.0336	31.9649	35.2707
AT4G00430	15.4804	20.91	22.1433	84.8475	39.1486	120.489	40.641	110.515
AT4G03615	3.73021	7.784	7.63563	10.9161	2.76594	8.31781	2.96817	12.802
AT4G00450	57.8182	84.8609	79.4105	32.252	170.85	17.5862	179.46	26.649
AT4G00467	3.73021	8.08926	8.24648	1.48855	3.61699	0.712955	7.76289	1.82885
AT4G00480	14.3613	24.8783	22.6015	7.44277	28.6168	9.50606	27.3984	8.0992
AT4G00490	18.0915	29.3045	28.71	42.1757	57.8719	46.1044	63.4731	38.1446
AT4G00500	18.8376	26.0993	25.1976	42.6719	49.9996	39.6878	59.8199	66.0999
AT4G03655	3.5437	5.95247	4.27595	16.3741	6.5957	8.79311	5.25137	7.3154
AT4G00525	7.27391	12.0576	10.9953	27.2901	13.6169	16.1603	13.0143	11.7569
AT4G00530	4.47625	7.63137	7.63563	22.3283	9.04249	16.8733	8.9045	13.3245
AT4G00540	14.7343	23.1994	21.227	14.3893	21.5956	2.37652	20.3205	5.22529
AT4G00550	17.3455	24.7257	21.5325	25.8016	41.7018	27.5676	41.0977	33.9644
AT4G00560	16.7859	18.6206	20.0053	61.0307	32.4466	26.1417	29.225	12.802
AT4G03665	2.23813	2.13678	3.20696	3.96947	5.9574	1.90121	3.88145	0.522529
AT4G00580	8.9525	11.1418	10.9953	5.45803	7.23399	1.90121	7.76289	2.87391
AT4G00585	9.51203	18.9258	18.6309	71.4505	28.8296	55.1352	28.0834	51.9916
AT4G00590	13.6153	25.3362	24.1286	47.6337	36.4891	41.1137	39.0428	43.6312
AT4G00600	9.51203	17.3995	16.7984	7.44277	19.2552	0.950606	15.7541	1.82885
AT4G00610	5.78182	10.226	11.7589	4.96184	23.936	2.37652	22.6037	2.35138
AT4G00620	18.651	20.2995	22.9069	36.7176	48.1911	20.6757	39.7278	30.3067
AT4G03675	4.47625	3.51043	3.81781	2.48092	5.21273	0.950606	4.79473	1.30632
AT4G03685	3.5437	2.44204	3.20696	3.47329	4.46805	0.950606	4.79473	0.522529
AT4G03705	3.35719	3.05255	3.05425	0.992369	5.53187	0.712955	6.16465	1.30632
AT4G00650	19.2106	27.9308	23.365	78.3971	64.4676	95.0606	71.4643	81.7758
AT4G00651	4.47625	4.12094	4.73409	5.95421	7.7659	2.37652	6.62129	1.04506
AT4G03715	3.5437	5.03671	5.34494	3.47329	7.12761	0.237652	6.62129	0.522529
AT4G00680	6.90089	12.0576	12.0643	5.45803	13.7233	5.94129	14.8408	7.3154
AT4G00690	16.2264	20.1468	20.7689	23.3207	41.8082	21.8639	39.2711	18.0272
AT4G00695	5.22229	11.4471	8.70462	5.95421	12.3403	2.13886	11.1877	3.39644
AT4G00700	36.556	45.0251	44.4394	34.2367	96.3823	22.3393	126.033	139.515
AT4G00710	19.0241	32.9675	27.9464	31.7558	49.5741	63.453	52.5137	55.1268
AT4G00730	31.5203	58.1511	51.4641	92.7865	83.51	147.582	71.236	143.957
AT4G00740	27.417	34.7991	37.72	89.8094	65.3187	86.5052	70.0944	91.1813
AT4G03725	5.59531	10.3787	8.39919	5.95421	10.851	7.3672	10.7311	4.96402
AT4G00753	6.15484	9.15765	10.2317	3.47329	7.34037	2.37652	9.81778	2.61264
AT4G00750	21.2622	37.699	38.789	53.5879	70.2122	58.7	51.6004	54.0817
AT4G00752	19.7701	31.8991	32.8332	46.6413	62.1272	41.3514	63.2448	31.0905
AT4G00755	13.9883	16.789	17.5619	30.7634	33.8295	47.768	37.6729	32.9193
AT4G03755	5.4088	9.92079	11.9116	2.97711	18.6169	1.18826	13.2426	3.91897
AT4G00770	16.9725	27.7782	21.227	17.8626	54.8932	26.617	60.2766	15.9371
AT4G00780	8.76599	14.0417	14.6604	9.92369	13.9361	2.85182	15.2975	6.53161
AT4G00810	6.34136	12.0576	12.8279	26.2978	16.5956	36.836	18.7223	33.7031
AT4G00820	16.9725	27.4729	27.1828	52.0994	62.2336	28.5182	44.9791	19.8561
AT4G00830	17.905	26.8624	32.3751	19.8474	51.2762	55.3728	56.1668	57.4782
AT4G00840	15.2939	21.8257	20.1581	62.5192	34.3614	65.5918	32.6498	55.6493
AT4G00850	14.3613	17.5522	19.5472	26.2978	29.5742	22.8146	28.5401	16.1984
AT4G00885	2.79766	3.81569	3.20696	0.992369	1.06382	1.18826	0.684961	0.261264
AT4G00870	13.0557	16.4838	16.9511	26.2978	32.4466	12.3579	15.9824	4.70276
AT4G00872	5.78182	7.17349	5.49765	1.98474	2.9787	0.712955	3.88145	1.04506
AT4G00880	4.84927	7.32612	7.17749	1.48855	2.87232	1.18826	2.73984	2.87391
AT4G00883	4.47625	7.02086	6.87207	1.48855	2.87232	1.18826	2.73984	2.87391
AT4G00889	10.0716	17.0943	15.8821	12.4046	38.6167	4.04008	40.4127	5.74782
AT4G00890	11.3771	18.4679	18.3255	12.4046	39.7869	4.27773	41.0977	5.74782
AT4G03765	2.23813	1.83153	2.13798	1.48855	1.8085	0.237652	1.1416	0.261264
AT4G00891	3.73021	5.95247	6.41393	1.48855	8.61696	0.950606	11.8727	0.783793
AT4G00893	11.9367	18.3153	16.493	9.4275	23.1913	5.94129	16.2107	4.18023
AT4G00895	5.78182	8.85239	7.94105	27.7863	7.44675	80.8016	10.7311	79.4244
AT4G00900	31.1472	39.2253	43.5231	36.2215	73.2973	30.8947	77.8573	38.1446
AT4G00905	12.4962	21.5205	19.2418	31.2596	40.4252	21.3886	39.7278	19.5948
AT4G00910	23.8733	35.4096	35.1239	39.1986	55.8506	24.4781	65.9846	22.73
AT4G03785	3.73021	5.34196	3.35968	1.98474	7.02122	1.90121	5.70801	1.56759
AT4G00920	8.76599	13.5838	11.148	3.96947	16.1701	3.80243	12.7859	2.09012
AT4G00925	4.10323	5.95247	3.97053	4.46566	8.40419	3.56477	6.62129	3.13517
AT4G00930	25.7384	35.7148	33.444	30.2672	62.8719	34.2218	70.0944	26.9102
AT4G00940	7.83344	19.3837	13.5914	13.397	18.5105	4.99068	9.13282	7.05414
AT4G00950	8.57948	12.9733	12.6751	27.2901	25.319	34.2218	19.6356	21.1624
AT4G00975	9.51203	14.0417	13.1333	9.4275	16.9148	5.70364	13.0143	4.18023
AT4G00985	1.11906	1.06839	0.916275	1.48855	0.638293	5.70364	0.684961	3.39644
AT4G00953	5.03578	7.93663	7.48292	1.48855	2.87232	1.18826	2.96817	1.56759
AT4G00955	8.9525	11.2944	12.6751	33.7405	35.1061	59.1753	28.9967	70.5414
AT4G00960	7.46042	10.8366	9.7736	3.96947	4.04252	2.37652	5.93633	2.09012
AT4G00970	21.4487	29.1518	24.434	22.8245	25.5317	51.3328	35.3897	59.307
AT4G00980	13.6153	19.6889	18.0201	56.0688	50.6379	53.234	39.9561	31.613
AT4G03805	4.10323	4.4262	4.58138	8.43513	3.51061	1.90121	3.65313	1.82885
AT4G03815	3.91672	4.27357	4.42866	8.43513	3.51061	1.90121	3.65313	1.82885
AT4G00990	27.9766	40.141	44.2866	47.6337	68.6165	51.0951	74.2041	51.4691
AT4G01000	14.3613	25.9467	23.365	73.9315	37.4465	126.668	41.0977	154.669
AT4G01010	18.278	26.4046	28.8627	17.8626	42.3401	23.7652	37.4445	28.7391
AT4G03845	3.5437	4.4262	3.6651	8.93132	6.5957	41.1137	5.93633	43.8924
AT4G01023	6.90089	10.9892	11.3007	13.8932	15.319	4.51538	10.2744	3.39644
AT4G01026	10.8176	15.8733	15.424	15.8779	22.6594	65.1165	23.0604	75.2442
AT4G01030	17.159	27.9308	28.0991	28.2825	50.4252	26.8546	62.1032	26.9102
AT4G01037	14.9208	19.2311	20.7689	43.6642	42.7656	48.0056	49.0889	40.2347
AT4G01040	15.8534	18.6206	20.1581	58.0536	35.1061	51.3328	38.1295	44.6762
AT4G01050	13.2422	25.6414	24.434	28.2825	45.5316	116.449	59.135	109.731
AT4G03855	2.42464	1.37365	2.59611	0	0.425529	0.237652	0	0.261264
AT4G01060	5.03578	4.73145	3.97053	1.98474	1.91488	4.99068	1.59824	1.56759
AT4G01070	13.8018	22.8941	22.296	91.7941	55.106	164.455	66.4412	177.921
AT4G01080	13.4288	25.0309	20.7689	23.3207	47.5528	49.6692	40.1844	19.8561
AT4G01090	23.8733	37.3937	30.0844	38.7024	65.1059	87.6934	75.5741	64.7936
AT4G01100	18.4645	27.6256	28.5572	47.1375	44.4678	78.425	39.9561	88.8299
AT4G01110	11.5636	16.3311	16.3402	22.3283	36.9146	12.3579	11.416	3.91897
AT4G01120	17.905	25.794	24.8921	23.3207	39.8933	33.5089	36.7596	23.5138
AT4G01130	12.1232	18.6206	18.3255	15.3817	13.9361	19.9627	10.5027	9.40552
AT4G01150	7.46042	15.2627	11.7589	42.1757	14.2552	67.2554	19.4072	45.1987
AT4G01160	11.9367	20.1468	19.5472	8.43513	14.7871	3.80243	14.8408	4.18023
AT4G01170	8.57948	9.4629	11.9116	12.4046	17.4467	2.85182	21.2338	3.39644
AT4G01180	16.2264	21.6731	19.0891	19.3512	44.0422	7.60485	38.1295	4.18023
AT4G01190	10.2581	13.8891	10.9953	5.45803	11.3829	2.61417	13.2426	3.13517
AT4G01200	8.57948	14.347	14.2023	52.0994	41.7018	24.9534	16.4391	7.57667
AT4G01220	16.0399	19.3837	21.6852	84.8475	33.1912	108.844	34.933	99.2805
AT4G01230	5.96833	14.0417	12.5224	16.3741	29.0423	8.31781	26.2568	5.48655
AT4G01240	19.5836	28.694	28.2518	24.313	40.4252	3.56477	37.2162	6.53161
AT4G01250	10.0716	15.8733	10.8426	55.0765	27.7658	58.4623	24.8869	39.1897
AT4G01265	13.0557	16.6364	16.0348	8.93132	22.8722	2.37652	33.1065	3.91897
AT4G01245	3.35719	4.57882	3.51239	1.48855	5.9574	0.950606	7.30625	0
AT4G01260	6.71438	9.92079	9.01004	5.45803	14.3616	1.18826	18.0373	2.09012
AT4G01270	15.1073	23.6573	26.572	17.3665	45.106	14.4967	41.326	7.3154
AT4G01280	19.0241	27.3203	25.0449	44.6566	37.5529	68.919	45.2074	64.7936
AT4G01310	12.1232	19.8416	18.6309	56.0688	32.021	86.2675	30.3666	68.4513
AT4G01320	18.0915	23.8099	24.434	40.6871	33.0849	59.4129	35.1613	58.7845
AT4G01330	17.905	28.3887	28.0991	74.4277	31.4891	128.332	47.034	108.686
AT4G01335	4.47625	7.784	6.87207	3.47329	3.51061	2.13886	2.73984	0.783793
AT4G01340	15.2939	23.8099	21.0743	20.3436	34.0423	5.70364	31.9649	6.00908
AT4G01355	2.42464	2.59467	1.06899	0	1.48935	0	0.913282	0.522529
AT4G01350	16.2264	27.4729	27.7937	20.3436	50.3188	3.80243	46.1207	7.05414
AT4G01360	8.39297	14.9575	15.424	8.93132	25.2126	7.12955	36.0746	9.66678
AT4G01370	25.5519	32.0518	34.3603	34.2367	38.2976	51.5704	42.2393	64.7936
AT4G01380	11.5636	14.347	15.7294	6.4504	10.4255	1.18826	7.30625	2.09012
AT4G01390	8.57948	11.7523	15.8821	4.96184	18.2977	2.85182	16.8957	6.27035
AT4G02775	2.61115	3.20518	2.4434	0	1.06382	0.237652	0.913282	0
AT4G01400	10.0716	12.8207	13.7441	49.6184	27.3402	77.9497	28.9967	72.3702
AT4G01410	9.88505	13.5838	13.8968	46.1451	37.2338	59.1753	24.6586	22.4687
AT4G01420	5.96833	7.17349	8.70462	3.47329	2.9787	1.42591	3.88145	2.09012
AT4G01430	9.51203	12.6681	13.286	4.46566	7.02122	2.13886	8.44786	3.39644
AT4G01435	3.91672	5.79984	4.42866	16.3741	8.72334	21.8639	5.70801	16.7209
AT4G01440	11.1906	13.2786	14.6604	4.46566	5.85102	1.42591	7.07793	2.09012
AT4G01455	0.746042	1.52627	1.06899	0	0.319147	0.237652	0.22832	0.261264
AT4G01450	9.69854	14.4996	13.5914	1.98474	6.38293	2.13886	9.13282	3.91897
AT4G01490	39.5402	58.3037	53.9075	13.8932	17.4467	4.75303	25.3436	12.5407
AT4G03875	2.23813	3.66306	5.65036	1.98474	6.5957	5.70364	2.05488	1.82885
AT4G01470	7.83344	13.4312	10.3845	13.397	10.6382	1.18826	6.16465	2.87391
AT4G01480	8.76599	13.5838	12.217	14.8855	16.2765	18.0615	11.8727	11.4956
AT4G01515	15.4804	21.8257	18.4782	14.3893	48.8294	7.8425	46.5774	4.18023
AT4G02785	5.78182	7.17349	6.87207	3.96947	4.36167	0.950606	4.79473	1.82885
AT4G01505	3.73021	5.64722	7.63563	3.47329	3.40423	0.712955	3.42481	1.30632
AT4G01500	10.8176	18.4679	20.9216	21.8321	30.8508	22.8146	15.7541	16.1984
AT4G01510	7.64693	11.9049	11.9116	17.3665	15.319	19.7251	13.0143	9.92805
AT4G01516	1.30557	1.06839	1.98526	0.992369	2.02126	0.237652	1.1416	0.261264
AT4G01525	2.05161	2.28941	3.35968	5.95421	2.55317	1.42591	1.1416	0
AT4G01530	6.71438	10.9892	10.2317	1.48855	3.08508	0.712955	5.70801	1.56759
AT4G01533	10.4446	16.9417	16.6457	4.46566	9.36163	2.85182	6.62129	1.82885
AT4G01520	8.9525	12.2102	11.6062	9.4275	10.2127	3.08947	7.07793	2.61264
AT4G01535	4.28974	6.71561	7.63563	11.4122	12.5531	3.80243	7.30625	1.30632
AT4G03895	5.59531	7.63137	7.94105	28.2825	20.8509	17.1109	9.58946	3.91897
AT4G03905	2.61115	4.88408	5.34494	4.96184	2.65955	20.438	2.96817	17.2435
AT4G03915	1.49208	1.83153	2.4434	1.48855	1.48935	15.4474	1.59824	13.847
AT4G03925	1.49208	2.13678	2.29069	0.496184	1.38297	11.1696	2.05488	9.40552
AT4G01550	16.0399	21.8257	25.6557	29.2749	32.1274	54.4222	31.2799	37.3608
AT4G01560	12.6827	14.9575	14.6604	48.1299	22.7658	56.3234	24.4303	50.9466
AT4G01570	20.8892	30.0676	27.4883	109.657	47.2337	72.7214	48.8606	72.3702
AT4G01575	5.4088	7.63137	7.94105	28.2825	20.7445	17.1109	9.58946	3.91897
AT4G01580	6.52787	9.00502	9.46818	21.3359	21.8083	15.9227	13.6992	6.79287
AT4G01593	5.59531	9.15765	8.85733	15.3817	14.0424	30.8947	17.5807	30.0454
AT4G01590	7.0874	10.6839	11.4534	34.7329	10.2127	73.1967	12.101	73.154
AT4G01595	5.4088	8.85239	8.39919	15.3817	13.6169	30.1818	17.3524	29.5229
AT4G01600	10.0716	12.6681	13.5914	8.93132	15.5318	3.32712	9.13282	4.70276
AT4G01610	12.6827	20.91	18.9364	27.2901	21.0637	33.2712	25.3436	42.8474
AT4G01630	9.13901	14.6522	12.8279	7.93895	10.3191	1.42591	9.81778	1.56759
AT4G01640	4.66276	6.56298	5.19223	0.496184	5.53187	0.237652	4.10977	1.04506
AT4G03955	2.05161	3.05255	2.59611	11.9084	9.68078	15.9227	2.51152	7.3154
AT4G01660	20.7027	31.136	26.1138	63.5116	48.4039	71.5331	46.349	84.3884
AT4G01670	8.76599	10.0734	12.5224	29.7711	30.3189	33.7465	10.9594	16.4597
AT4G01671	1.67859	1.98416	2.90154	0.496184	0.319147	0.712955	0.22832	0.522529
AT4G01680	7.0874	8.85239	7.17749	5.95421	7.7659	12.5955	3.65313	8.88299
AT4G03985	3.5437	4.12094	4.12324	3.47329	4.04252	3.32712	6.62129	12.2794
AT4G01690	20.1431	26.4046	28.5572	71.9467	43.0848	103.854	42.9242	93.2714
AT4G01700	8.57948	10.9892	12.217	8.93132	9.14887	6.8919	9.81778	15.4146
AT4G01703	2.23813	2.74729	2.13798	2.48092	1.48935	0.237652	0.684961	0.522529
AT4G01710	7.83344	8.39451	7.78834	31.2596	17.5531	40.4008	18.494	36.3158
AT4G01720	15.8534	23.0467	23.8232	18.855	23.0849	20.2004	15.7541	44.9375
AT4G01730	13.9883	15.4154	17.8674	7.93895	27.4466	5.94129	31.0516	4.18023
AT4G01735	7.27391	8.85239	8.09377	3.47329	11.1701	0.475303	10.7311	3.39644
AT4G01750	14.7343	16.4838	21.5325	32.252	40.2125	38.9749	37.4445	68.7125
AT4G01760	16.5994	26.5572	26.8774	14.8855	25.9573	3.80243	31.0516	4.70276
AT4G01770	11.1906	16.9417	14.8131	7.93895	24.6807	3.80243	23.0604	2.61264
AT4G01780	12.8692	16.9417	17.7147	8.93132	33.6168	4.51538	39.2711	4.96402
AT4G01800	34.8775	47.0093	49.7843	98.2445	90.2121	100.051	97.0362	102.416
AT4G01810	30.9607	40.2937	36.651	33.2444	73.1909	48.0056	80.8254	52.7754
AT4G01820	29.0956	41.2094	41.3851	13.8932	38.7231	8.79311	41.7826	9.40552
AT4G01840	11.0041	18.3153	17.5619	70.9544	26.3828	93.8724	23.0604	89.875
AT4G01850	19.3971	27.4729	34.513	32.252	50.6379	37.7866	52.5137	37.6221
AT4G01865	1.8651	3.51043	2.74883	0	0.744675	1.42591	0	1.04506
AT4G03995	1.11906	3.81569	3.35968	0.496184	1.06382	0.237652	1.36992	1.04506
AT4G01870	22.3813	33.4254	32.8332	152.825	115.425	101.24	109.594	62.4422
AT4G01880	16.5994	17.5522	19.6999	35.2291	31.5955	44.4409	31.9649	46.7663
AT4G01883	12.8692	13.7365	15.1185	32.252	22.9786	51.5704	23.9736	49.9015
AT4G01890	15.4804	17.5522	19.5472	8.93132	9.25525	2.61417	10.5027	2.87391
AT4G04005	2.61115	6.25773	5.34494	5.45803	7.87228	13.7838	4.79473	6.53161
AT4G01895	4.10323	5.03671	4.12324	4.96184	7.34037	4.04008	5.25137	5.22529
AT4G01897	7.27391	11.7523	10.5372	14.3893	14.468	39.6878	11.6443	24.2976
AT4G01900	12.1232	12.6681	12.8279	44.6566	18.1914	41.3514	22.1471	27.4328
AT4G01910	18.278	23.9625	23.365	44.6566	48.1911	24.0028	73.5192	71.5864
AT4G01915	10.2581	15.8733	13.4387	26.794	22.3403	49.9068	20.7772	47.0276
AT4G01920	17.905	25.0309	25.9611	24.8092	67.6591	48.0056	76.7157	69.4963
AT4G01925	11.5636	17.3995	17.8674	20.3436	37.2338	4.99068	50.6871	24.0363
AT4G04015	2.79766	4.57882	4.27595	2.48092	5.21273	1.90121	5.25137	1.04506
AT4G04035	2.05161	5.79984	5.65036	16.3741	5.74464	37.7866	5.47969	38.6671
AT4G01930	17.7185	24.4204	23.9759	23.8168	58.723	13.7838	62.5598	12.5407
AT4G01935	9.88505	13.5838	12.6751	22.8245	14.2552	24.0028	11.1877	16.7209
AT4G01940	11.1906	16.789	15.2713	40.6871	13.5105	68.4437	13.4709	71.0639
AT4G01950	16.7859	25.6414	22.296	18.3588	23.1913	44.6785	25.8002	32.6581
AT4G01975	17.905	29.915	22.1433	10.4199	25.4253	6.8919	19.6356	6.00908
AT4G01980	2.05161	2.89992	2.90154	1.98474	0.638293	0.237652	0.684961	0.783793
AT4G02795	7.83344	10.3787	11.9116	3.96947	1.8085	0.950606	2.96817	2.09012
AT4G01970	25.5519	33.1202	36.4983	22.8245	50.2124	5.94129	52.5137	10.4506
AT4G01985	22.9408	36.7832	36.8037	49.6184	75.425	6.17894	52.0571	5.74782
AT4G02005	9.32552	11.4471	13.7441	7.44277	17.0211	6.65425	21.6904	9.14425
AT4G01990	14.1748	23.8099	21.6852	62.5192	49.8932	28.0429	42.6959	34.4869
AT4G01995	11.3771	14.8049	17.5619	38.7024	19.2552	42.302	17.3524	46.5051
AT4G02000	2.98417	6.71561	6.26121	1.48855	2.87232	0.475303	3.42481	2.61264
AT4G04055	7.83344	7.784	7.17749	24.8092	21.1701	24.9534	18.0373	25.3426
AT4G02020	34.3179	42.7357	49.7843	58.0536	79.7866	38.0243	89.7299	47.0276
AT4G02030	29.0956	42.2778	39.858	58.0536	61.1698	61.0765	61.8748	49.1177
AT4G02040	8.01995	8.39451	7.17749	24.313	22.3403	25.6664	18.494	25.3426
AT4G02050	19.9566	27.7782	24.8921	27.2901	45.8507	32.7959	55.7102	50.9466
AT4G02055	0.932552	2.89992	2.13798	1.48855	1.70211	0.475303	0.22832	0.261264
AT4G02060	24.2464	36.1727	37.1092	20.8397	72.3399	17.8239	66.2129	20.6399
AT4G02070	42.7109	61.9668	63.3757	57.0612	136.488	45.1538	147.723	66.6224
AT4G02075	9.13901	14.0417	11.6062	8.93132	8.61696	29.9441	5.47969	20.1174
AT4G02080	8.39297	14.6522	13.1333	46.1451	18.085	57.0364	18.494	61.6584
AT4G02090	7.27391	11.4471	9.62089	5.45803	8.08505	2.13886	3.19649	3.13517
AT4G02100	15.6669	25.4888	29.9317	127.023	90.2121	107.181	60.7332	76.0279
AT4G04065	6.34136	6.1051	5.34494	1.98474	10.6382	2.13886	8.67618	0.261264
AT4G02110	35.81	55.8617	49.1734	43.168	100.531	22.5769	99.3194	18.0272
AT4G02120	20.8892	34.7991	32.5278	61.5269	64.3612	53.234	74.6608	61.1359
AT4G02130	15.8534	26.4046	23.5177	124.542	50.5315	151.384	57.0801	124.623
AT4G02150	16.9725	32.6623	26.7247	57.5574	52.6592	32.083	54.3403	37.3608
AT4G02160	7.27391	7.784	8.5519	2.97711	7.7659	0.712955	5.25137	1.82885
AT4G02170	6.71438	7.63137	10.5372	7.44277	16.1701	2.37652	5.47969	0.522529
AT4G02180	29.4687	37.8516	36.9564	21.8321	55.8506	6.8919	64.3864	13.847
AT4G04075	3.91672	4.73145	7.78834	5.95421	10.9574	19.9627	8.21953	14.6308
AT4G02190	17.905	19.0784	24.2813	5.45803	37.1274	2.13886	45.2074	4.4415
AT4G02195	15.6669	18.6206	18.0201	44.6566	24.0424	44.4409	31.2799	47.8114
AT4G02200	13.8018	18.1627	19.2418	20.8397	23.2977	49.4315	23.7453	38.4059
AT4G02210	16.2264	20.1468	21.9906	35.2291	28.936	46.5797	29.4533	37.0995
AT4G02220	15.8534	24.4204	22.4487	27.7863	37.3401	36.3607	40.1844	36.3158
AT4G02230	10.6311	14.347	16.0348	29.7711	27.9785	43.2526	24.6586	49.9015
AT4G02235	8.01995	9.4629	9.31547	6.94658	17.4467	3.32712	19.6356	3.39644
AT4G02250	4.84927	10.226	8.70462	7.44277	10.2127	1.90121	6.16465	3.13517
AT4G02260	38.2346	45.9409	57.4199	53.0917	95.2121	79.138	102.744	75.5054
AT4G02270	6.15484	10.3787	10.5372	3.96947	9.5744	0.237652	7.07793	1.04506
AT4G02280	24.4329	33.578	41.0797	28.2825	49.0422	11.1696	45.2074	12.802
AT4G04085	3.35719	3.96831	6.41393	1.48855	2.44679	0.712955	2.73984	1.82885
AT4G02290	15.8534	17.5522	19.3945	30.2672	30.4253	16.8733	18.0373	6.27035
AT4G02300	16.4129	23.5046	24.5867	7.44277	22.1275	3.08947	19.4072	4.4415
AT4G02310	8.20646	14.347	12.217	5.45803	16.4892	2.61417	15.7541	3.6577
AT4G02312	2.05161	3.3578	3.81781	1.48855	0.95744	0.237652	1.82656	0.261264
AT4G02314	1.67859	2.74729	1.52713	0.496184	0.744675	0.237652	0.22832	0.261264
AT4G02317	2.42464	3.81569	2.90154	0.496184	1.8085	0.475303	0.684961	0.783793
AT4G04095	0.18651	1.06839	1.2217	0	0	0	0	0.261264
AT4G04115	1.8651	3.96831	5.19223	1.98474	1.27659	0.237652	0.684961	0.783793
AT4G02320	16.7859	22.4362	21.9906	10.9161	24.1488	5.22834	21.2338	5.22529
AT4G04125	1.8651	3.05255	3.05425	3.47329	11.1701	11.4073	6.39297	21.4237
AT4G02330	19.3971	29.1518	23.8232	28.2825	55.5315	34.2218	55.2535	54.8655
AT4G02340	13.9883	25.3362	16.6457	100.229	35.9572	77.4744	35.618	76.8117
AT4G02350	29.2821	38.92	30.3898	94.7712	70.2122	135.699	67.1262	141.605
AT4G02360	5.59531	7.93663	7.17749	10.4199	4.14891	5.94129	1.36992	1.56759
AT4G02370	6.71438	10.5313	9.7736	59.5421	12.234	91.2582	10.0461	91.1813
AT4G02380	7.27391	9.00502	8.24648	14.8855	25.1062	34.9348	15.7541	53.8205
AT4G02390	25.3654	31.136	36.3456	33.7405	70.8505	27.8052	68.9528	45.1987
AT4G02400	23.3138	29.6097	32.3751	51.6032	59.9996	44.6785	56.8518	44.1537
AT4G02405	12.6827	16.9417	16.3402	54.0841	25.319	46.1044	25.8002	50.1628
AT4G02410	22.5678	29.3045	30.0844	66.9849	47.7656	89.357	54.1119	106.335
AT4G04135	1.8651	4.88408	4.12324	0.496184	8.08505	3.32712	6.84961	0.783793
AT4G02425	12.8692	19.5363	17.4092	98.2445	45.3188	92.9218	51.8287	92.7489
AT4G02430	19.5836	29.6097	30.0844	30.7634	43.6167	23.5275	41.7826	25.6039
AT4G02440	12.3097	18.6206	17.4092	75.42	20.6381	133.323	26.2568	144.74
AT4G02450	14.7343	22.131	20.9216	10.4199	31.7019	54.4222	33.1065	48.0727
AT4G02460	29.2821	40.141	39.5526	57.0612	82.9781	42.5396	86.9901	44.9375
AT4G02487	1.8651	2.89992	3.20696	2.97711	1.06382	0	1.82656	0.522529
AT4G02480	42.7109	62.4246	61.6959	69.4658	109.255	152.335	110.279	163.552
AT4G02482	3.91672	6.86824	8.85733	40.1909	23.2977	23.7652	14.3842	8.88299
AT4G02485	11.1906	14.1944	14.9658	29.2749	25.319	18.2992	25.8002	12.0182
AT4G02489	2.23813	1.98416	2.13798	0	0.744675	0	0.913282	0.261264
AT4G02490	5.22229	6.25773	5.65036	0.992369	1.38297	0.475303	2.05488	0.261264
AT4G02500	16.2264	22.8941	21.9906	73.9315	36.2763	108.369	47.4906	89.0912
AT4G02510	48.4927	74.3296	70.7059	62.023	157.552	134.036	162.336	149.705
